market,family,side,lookback,aux,tp,sl,max_hold,name,split,trades,total_return,avg_trade,win_rate,avg_win,median_win,avg_loss,profit_factor,max_drawdown,target_hit_rate,winner_ge_2_pct,bootstrap_mean_5pct,positive_year_pct,stress_trades,stress_total_return,stress_avg_trade,stress_win_rate,stress_avg_win,stress_median_win,stress_avg_loss,stress_profit_factor,stress_max_drawdown,stress_target_hit_rate,stress_winner_ge_2_pct,stress_bootstrap_mean_5pct,stress_positive_year_pct
stock,breakout,1,55,0.0,0.022,0.018,20,stock_breakout_L_lb55_a0_tp0.022_sl0.018_h20,test,212,-0.4307304638339885,-0.002458867924528301,0.42452830188679247,0.02056000000000002,0.02056000000000002,-0.019440000000000016,0.7802064359441411,-0.5654921054739575,0.42452830188679247,1.0,-0.004723018867924528,0.25,212,-0.5115570420072237,-0.0031788679245282996,0.42452830188679247,0.019840000000000024,0.01984000000000002,-0.020160000000000018,0.7259953161592508,-0.6042899097964813,0.42452830188679247,0.0,-0.005443018867924527,0.25
stock,pullback,1,0,10.0,0.022,0.018,20,stock_pullback_L_lb0_a10_tp0.022_sl0.018_h20,train,143,-0.20689526865108632,-0.0014232073986123063,0.44755244755244755,0.02056000000000002,0.02056000000000002,-0.019232388075969133,0.8660496276308768,-0.2751906562480778,0.44755244755244755,1.0,-0.004159264568573473,0.4444444444444444,143,-0.2846508258450797,-0.002143207398612305,0.44755244755244755,0.01984000000000002,0.01984000000000002,-0.01995238807596912,0.8055632905297925,-0.3368052386196906,0.44755244755244755,0.0,-0.0048792645685734725,0.1111111111111111
stock,pullback,1,0,10.0,0.022,0.018,20,stock_pullback_L_lb0_a10_tp0.022_sl0.018_h20,test,98,-0.004689248544289426,0.00015183673469388773,0.4897959183673469,0.02056000000000002,0.02056000000000002,-0.01944,1.0153086419753097,-0.21964645748363532,0.4897959183673469,1.0,-0.0035216326530612086,0.75,98,-0.07253775339275836,-0.0005681632653061106,0.4897959183673469,0.01984000000000002,0.01984000000000002,-0.02016,0.9447619047619058,-0.2441276189703555,0.4897959183673469,0.0,-0.004241632653061207,0.5
stock,pullback,1,0,20.0,0.022,0.018,20,stock_pullback_L_lb0_a20_tp0.022_sl0.018_h20,train,287,0.18871082123287963,0.0008019031725264229,0.5052264808362369,0.02056000000000002,0.02056000000000002,-0.019373618235809294,1.0836574738722842,-0.1740937737114402,0.5052264808362369,1.0,-0.001255845222891403,0.6666666666666666,287,-0.03319818781900985,8.190317252642447e-05,0.5052264808362369,0.01984000000000002,0.01984000000000002,-0.02009361823580929,1.0082382720635743,-0.20095299200316563,0.5052264808362369,0.0,-0.0019758452228914015,0.6666666666666666
stock,pullback,1,0,20.0,0.022,0.018,20,stock_pullback_L_lb0_a20_tp0.022_sl0.018_h20,test,185,-0.06915288660995023,-0.00018750865227237025,0.4810810810810811,0.020579223587973174,0.02056000000000002,-0.019440000000000013,0.9814123045961995,-0.23124212497741437,0.4756756756756757,1.0,-0.0025658870306507512,0.25,185,-0.1853416790083383,-0.0009075086522723686,0.4810810810810811,0.01985922358797318,0.01984000000000002,-0.02016000000000001,0.9132517460987165,-0.314572537212115,0.4756756756756757,0.011235955056179775,-0.0032858870306507505,0.25
stock,trend_pullback,1,0,0.01,0.022,0.018,20,stock_trend_pullback_L_lb0_a0.01_tp0.022_sl0.018_h20,train,425,0.1705614431434308,0.000570079249902636,0.5011764705882353,0.02048621446576819,0.02056000000000002,-0.019440000000000023,1.0587884543657844,-0.2574995469991843,0.4988235294117647,0.9953051643192489,-0.001066900323724144,0.4444444444444444,425,-0.13806407458190706,-0.00014992075009736234,0.5011764705882353,0.019766214465768185,0.01984000000000002,-0.020160000000000018,0.9850918316694323,-0.3245098600687373,0.4988235294117647,0.0,-0.0017869003237241422,0.4444444444444444
stock,trend_pullback,1,0,0.01,0.022,0.018,20,stock_trend_pullback_L_lb0_a0.01_tp0.022_sl0.018_h20,test,263,0.1692196679361655,0.0007946422027741889,0.5057034220532319,0.020572863904733934,0.02056000000000002,-0.019440000000000016,1.0826966205007955,-0.31604136442488584,0.5019011406844106,1.0,-0.0011890494296577948,0.5,263,-0.03247780640992659,7.464220277419027e-05,0.5057034220532319,0.01985286390473394,0.01984000000000002,-0.020160000000000015,1.0074904225158776,-0.36968569627028647,0.5019011406844106,0.007518796992481203,-0.001909049429657793,0.5
stock,trend_pullback,1,0,0.02,0.022,0.018,20,stock_trend_pullback_L_lb0_a0.02_tp0.022_sl0.018_h20,train,389,0.47209159440473236,0.0011931203190607383,0.5167095115681234,0.02044486364974898,0.02056000000000002,-0.019389860582366587,1.1273213713126282,-0.3044877209228686,0.5115681233933161,0.9900497512437811,-0.0005387817162187078,0.5555555555555556,389,0.11262958088545028,0.0004731203190607397,0.5167095115681234,0.019724863649748983,0.01984000000000002,-0.020109860582366586,1.048680417293566,-0.35532566851449476,0.5115681233933161,0.0,-0.0012587817162187064,0.4444444444444444
stock,trend_pullback,1,0,0.02,0.022,0.018,20,stock_trend_pullback_L_lb0_a0.02_tp0.022_sl0.018_h20,test,252,-0.06530021135053721,-6.813135186662396e-05,0.48412698412698413,0.02057402376499683,0.02056000000000002,-0.01944000000000002,0.993206275454895,-0.3196093724515814,0.4801587301587302,1.0,-0.0021384126984127006,0.5,252,-0.22051371865911662,-0.0007881313518666224,0.48412698412698413,0.019854023764996828,0.01984000000000002,-0.020160000000000018,0.924218139243594,-0.394166172781233,0.4801587301587302,0.00819672131147541,-0.002858412698412699,0.25
stock,breakout,1,20,0.0,0.03,0.012,5,stock_breakout_L_lb20_a0_tp0.030_sl0.012_h5,train,368,0.642470096925285,0.0015179821628333529,0.4048913043478261,0.02259237901318545,0.028560000000000026,-0.012820306105214426,1.1989628427479306,-0.18010697769574857,0.2717391304347826,0.697986577181208,-5.268607174594697e-05,0.6666666666666666,368,0.2604373881065938,0.0007979821628333528,0.39945652173913043,0.022178098946118583,0.027840000000000028,-0.01342318148939709,1.0989904427227428,-0.20233357865104562,0.2717391304347826,0.7074829931972789,-0.0007726860717459473,0.5555555555555556
stock,breakout,1,20,0.0,0.03,0.012,5,stock_breakout_L_lb20_a0_tp0.030_sl0.012_h5,test,232,-0.16698414705004083,-0.0006189008481721308,0.33189655172413796,0.024639296542200175,0.028560000000000026,-0.013166521487260312,0.9296431621058316,-0.37918473080528303,0.25,0.8051948051948052,-0.002620811341490194,0.5,232,-0.2952853954976111,-0.001338900848172131,0.3275862068965517,0.02423804974965026,0.027840000000000028,-0.013799466524034316,0.8557055902631607,-0.4377201651841025,0.25,0.8157894736842105,-0.0033408113414901933,0.5
stock,breakout,1,55,0.0,0.03,0.012,5,stock_breakout_L_lb55_a0_tp0.030_sl0.012_h5,train,347,0.4147416204016352,0.0011693213717550346,0.39481268011527376,0.022729715735979074,0.028560000000000026,-0.012896269237286364,1.1498235130136405,-0.2025765651426198,0.2680115273775216,0.708029197080292,-0.00048699862056698754,0.5555555555555556,347,0.10210822824541443,0.00044932137175503466,0.3919308357348703,0.022175749560788362,0.027840000000000028,-0.013554442769043695,1.054515804746551,-0.30161042113368375,0.2680115273775216,0.7132352941176471,-0.0012069986205669875,0.4444444444444444
stock,breakout,1,55,0.0,0.03,0.012,5,stock_breakout_L_lb55_a0_tp0.030_sl0.012_h5,test,217,0.002441989637838038,0.00018667908628838077,0.35023041474654376,0.024943792221122058,0.028560000000000026,-0.01315758047574963,1.0218353547821717,-0.2718596844371429,0.2764976958525346,0.8289473684210527,-0.0019709887590662434,0.5,217,-0.14262741438955873,-0.0005333209137116195,0.3456221198156682,0.024550855413723763,0.027840000000000028,-0.013782005593695093,0.9408645941001379,-0.3361492772831951,0.2764976958525346,0.84,-0.002690988759066243,0.5
stock,pullback,1,0,10.0,0.03,0.012,5,stock_pullback_L_lb0_a10_tp0.030_sl0.012_h5,train,162,-0.03430650217348852,-4.983843360238403e-05,0.35802469135802467,0.023183912718096843,0.028560000000000026,-0.01300712272974234,0.9940315051789007,-0.16203256458198878,0.25925925925925924,0.7413793103448276,-0.0023752539324582967,0.6666666666666666,162,-0.1406982383734584,-0.0007698384336023844,0.35802469135802467,0.022463912718096852,0.027840000000000028,-0.013727122729742339,0.9126421880391512,-0.20235148161491867,0.25925925925925924,0.7241379310344828,-0.0030952539324582964,0.4444444444444444
stock,pullback,1,0,10.0,0.03,0.012,5,stock_pullback_L_lb0_a10_tp0.030_sl0.012_h5,test,103,0.21123046767109566,0.002046983643568621,0.4077669902912621,0.024512583501582814,0.028560000000000026,-0.013421134291457549,1.2575327943800503,-0.14570110545727055,0.3106796116504854,0.7857142857142857,-0.0012116534484963362,0.75,103,0.124765334951223,0.001326983643568621,0.39805825242718446,0.024377702126401835,0.027840000000000028,-0.013916233417659801,1.1584124826826931,-0.17059925282465604,0.3106796116504854,0.8048780487804879,-0.0019316534484963364,0.75
stock,pullback,1,0,20.0,0.03,0.012,5,stock_pullback_L_lb0_a20_tp0.030_sl0.012_h5,train,342,0.8973069887239495,0.0020549865417428224,0.4152046783625731,0.023656940979666002,0.028560000000000026,-0.013282401109182636,1.264562631221161,-0.19982890394417752,0.30116959064327486,0.7605633802816901,0.000405200873248446,0.7777777777777778,342,0.4836774294183641,0.0013349865417428225,0.40350877192982454,0.023609652389567068,0.027840000000000028,-0.013733169767079459,1.1629678880317043,-0.2260330761429643,0.30116959064327486,0.7753623188405797,-0.00031479912675155385,0.6666666666666666
stock,pullback,1,0,20.0,0.03,0.012,5,stock_pullback_L_lb0_a20_tp0.030_sl0.012_h5,test,212,0.414877466406965,0.001827383950674359,0.3915094339622642,0.025556209608951393,0.028560000000000026,-0.013440000000000011,1.2234481113550686,-0.15910078483206325,0.32075471698113206,0.8554216867469879,-0.0004324760265050668,0.75,212,0.2147875466009157,0.0011073839506743587,0.3867924528301887,0.025141496069011737,0.027840000000000028,-0.014052594462430758,1.1285092000794164,-0.1880381606231205,0.32075471698113206,0.8536585365853658,-0.001152476026505067,0.75
stock,trend_pullback,1,0,0.01,0.03,0.012,5,stock_trend_pullback_L_lb0_a0.01_tp0.030_sl0.012_h5,train,483,1.7071883767809917,0.0022503319342264965,0.40372670807453415,0.024995753175466272,0.028560000000000026,-0.013150213697862935,1.2869910914050269,-0.17938454876685228,0.3188405797101449,0.8205128205128205,0.0006840242535742566,0.8888888888888888,483,0.9130101469278775,0.0015303319342264963,0.40165631469979296,0.024401302762711963,0.027840000000000028,-0.013822499694583816,1.185032637740446,-0.22544945822797136,0.3188405797101449,0.8092783505154639,-3.597574642574362e-05,0.6666666666666666
stock,trend_pullback,1,0,0.01,0.03,0.012,5,stock_trend_pullback_L_lb0_a0.01_tp0.030_sl0.012_h5,test,278,0.24306813298318675,0.0009696450253188923,0.36330935251798563,0.02614079314133399,0.028560000000000026,-0.013393552487209493,1.1137073450421806,-0.24518792249489707,0.30935251798561153,0.8910891089108911,-0.0007789656835384754,0.75,278,0.017623693126358475,0.00024964502531889244,0.36330935251798563,0.02542079314133398,0.027840000000000028,-0.014113552487209491,1.0277816543164386,-0.3008090573891742,0.30935251798561153,0.8811881188118812,-0.0014989656835384755,0.75
stock,trend_pullback,1,0,0.02,0.03,0.012,5,stock_trend_pullback_L_lb0_a0.02_tp0.030_sl0.012_h5,train,442,1.7676319596326016,0.0024967328272529807,0.4004524886877828,0.025864051441554944,0.028560000000000026,-0.013110872435884557,1.3176266067385323,-0.14483901576031877,0.33710407239819007,0.864406779661017,0.0009141456727981597,0.6666666666666666,442,1.0143768660213643,0.0017767328272529804,0.39819004524886875,0.025287374840371715,0.027840000000000028,-0.013779180685186484,1.2142591433589542,-0.16944764506094812,0.33710407239819007,0.8636363636363636,0.00019414567279815966,0.5555555555555556
