universe,trades,cagr,total_return,avg_trade,win_rate,profit_factor,max_drawdown,median_win,target_hit_rate,bootstrap_mean_5pct,positive_year_pct,stress_trades,stress_cagr,stress_total_return,stress_avg_trade,stress_win_rate,stress_profit_factor,stress_max_drawdown,stress_median_win,stress_target_hit_rate,stress_bootstrap_mean_5pct,stress_positive_year_pct,passes_external_confirmation
"DOTUSDT,AAVEUSDT,BCHUSDT,ETCUSDT,NEARUSDT,FILUSDT,XLMUSDT,UNIUSDT,ATOMUSDT,TRXUSDT",89,0.03189026076142998,0.05084195776712552,0.0007884532239546641,0.43820224719101125,1.0810558320098385,-0.17607246619100103,0.028223100000000025,0.33707865168539325,-0.002934175869738206,0.5,89,-0.013588502693338667,-0.021381584203817416,-1.1546776045334732e-05,0.43820224719101125,0.998865373933752,-0.21294399461395774,0.027423100000000027,0.33707865168539325,-0.003734175869738204,0.5,False
