name,signal,tp,sl,hold,split,trades,total_return,avg_trade,win_rate,avg_win,median_win,avg_loss,profit_factor,max_drawdown,target_hit_rate,winner_ge_2_pct,bootstrap_mean_5pct,positive_year_pct,stress_trades,stress_total_return,stress_avg_trade,stress_win_rate,stress_avg_win,stress_median_win,stress_avg_loss,stress_profit_factor,stress_max_drawdown,stress_target_hit_rate,stress_winner_ge_2_pct,stress_bootstrap_mean_5pct,stress_positive_year_pct,passes_strict
breakout20_tp0.030_sl0.012_h20,breakout20,0.03,0.012,20,test,209,-0.16844927287162992,-0.0006986969625965632,0.3062200956937799,0.028168317731520596,0.028560000000000026,-0.013439999999999999,0.925067905797064,-0.3998138663167802,0.3014354066985646,0.984375,-0.0029092232783860367,0.25,209,-0.28477460244930675,-0.0014186969625965635,0.3062200956937799,0.027448317731520597,0.027840000000000028,-0.014159999999999996,0.8555875388745952,-0.4513034577913969,0.3014354066985646,0.984375,-0.0036292232783860364,0.25,False
breakout55_tp0.030_sl0.012_h20,breakout55,0.03,0.012,20,test,201,0.05007206911709372,0.00043528524784735206,0.3333333333333333,0.028185855743542057,0.028560000000000026,-0.013440000000000002,1.048580942840106,-0.2812349259308755,0.3283582089552239,0.9850746268656716,-0.0018632222148392144,0.5,201,-0.09145031452733554,-0.0002847147521526478,0.3333333333333333,0.027465855743542066,0.027840000000000028,-0.014160000000000006,0.9698395389668806,-0.34233897395308743,0.3283582089552239,0.9850746268656716,-0.0025832222148392146,0.25,False
pullback_rsi10_tp0.030_sl0.018_h20,pullback_rsi10,0.03,0.018,20,test,93,-0.048085183990119185,-0.0002577824242869906,0.3978494623655914,0.028487514457495103,0.028560000000000026,-0.01925021072117874,0.9777611289133328,-0.2627076621968978,0.3870967741935484,1.0,-0.004272532966072028,0.75,93,-0.10980745839339612,-0.000977782424286989,0.3978494623655914,0.02776751445749511,0.027840000000000028,-0.019970210721178737,0.9186880267311517,-0.28940226781860057,0.3870967741935484,1.0,-0.004992532966072026,0.75,False
pullback_rsi20_tp0.030_sl0.012_h20,pullback_rsi20,0.03,0.012,20,test,203,0.2301060738027214,0.0012186743809340403,0.3497536945812808,0.028471421117318478,0.028560000000000026,-0.013440000000000018,1.1394474315304888,-0.17407863716415184,0.3448275862068966,1.0,-0.0010571876880314792,0.75,203,0.06290766219180077,0.0004986743809340403,0.3497536945812808,0.027751421117318494,0.027840000000000028,-0.014160000000000018,1.054159657662221,-0.223241807201908,0.3448275862068966,1.0,-0.0017771876880314792,0.5,False
trendpullback1_tp0.030_sl0.012_h20,trendpullback1,0.03,0.012,20,test,261,0.1927399724490899,0.0008715633522119497,0.34099616858237547,0.028529865560981124,0.028560000000000026,-0.01344000000000001,1.0984037734147107,-0.2817639791583172,0.3371647509578544,1.0,-0.0012101149425287336,0.75,261,-0.011576562523081257,0.00015156335221195005,0.34099616858237547,0.02780986556098113,0.027840000000000028,-0.014160000000000008,1.016242131014042,-0.34553471372419897,0.3371647509578544,1.0,-0.0019301149425287334,0.75,False
trendpullback2_tp0.030_sl0.012_h20,trendpullback2,0.03,0.012,20,test,253,0.12099456015587173,0.0006458138313423359,0.3359683794466403,0.02848601058034839,0.028560000000000026,-0.013440000000000013,1.0723634581072894,-0.24762092094250632,0.33201581027667987,1.0,-0.0013959972411508616,0.75,253,-0.06570414142524572,-7.418616865766372e-05,0.3359683794466403,0.02776601058034838,0.027840000000000028,-0.014160000000000011,0.9921101103584924,-0.27932310830367735,0.33201581027667987,1.0,-0.0021159972411508615,0.5,False
