name,signal,tp,sl,hold,split,trades,total_return,avg_trade,win_rate,avg_win,median_win,avg_loss,profit_factor,max_drawdown,target_hit_rate,winner_ge_2_pct,bootstrap_mean_5pct,positive_year_pct,stress_trades,stress_total_return,stress_avg_trade,stress_win_rate,stress_avg_win,stress_median_win,stress_avg_loss,stress_profit_factor,stress_max_drawdown,stress_target_hit_rate,stress_winner_ge_2_pct,stress_bootstrap_mean_5pct,stress_positive_year_pct
breakout20_tp0.022_sl0.018_h20,breakout20,0.022,0.018,20,train,319,-0.11174296596536515,-0.00017344426674087996,0.4827586206896552,0.020383328720713505,0.02056000000000002,-0.019359765721698313,0.982679254119802,-0.2801031775239645,0.47648902821316613,0.987012987012987,-0.001999916366824095,0.4444444444444444,319,-0.29417486875321996,-0.0008934442667408782,0.4827586206896552,0.01966332872071351,0.01984000000000002,-0.020079765721698305,0.9139768059893678,-0.3967253319501971,0.47648902821316613,0.0,-0.0027199163668240934,0.4444444444444444
breakout20_tp0.022_sl0.018_h20,breakout20,0.022,0.018,20,test,225,-0.6088087919666076,-0.003973333333333332,0.38666666666666666,0.020560000000000012,0.02056000000000002,-0.019440000000000013,0.666756128108785,-0.6872137716417952,0.38666666666666666,1.0,-0.0061066666666666665,0.25,225,-0.6675698832027104,-0.004693333333333331,0.38666666666666666,0.019840000000000028,0.01984000000000002,-0.02016000000000001,0.6204278812974471,-0.7214998910542207,0.38666666666666666,0.0,-0.006826666666666665,0.25
breakout20_tp0.030_sl0.012_h5,breakout20,0.03,0.012,5,train,368,0.6424700969252877,0.0015179821628333557,0.4048913043478261,0.022592379013185455,0.028560000000000026,-0.012820306105214426,1.198962842747931,-0.1801069776957488,0.2717391304347826,0.697986577181208,-0.00011201988337650602,0.6666666666666666,368,0.2604373881065958,0.0007979821628333556,0.39945652173913043,0.022178098946118587,0.027840000000000028,-0.01342318148939709,1.098990442722743,-0.20233357865104484,0.2717391304347826,0.7074829931972789,-0.000832019883376506,0.5555555555555556
breakout20_tp0.030_sl0.012_h5,breakout20,0.03,0.012,5,test,232,-0.16698414705004105,-0.0006189008481721317,0.33189655172413796,0.024639296542200175,0.028560000000000026,-0.013166521487260312,0.9296431621058316,-0.37918473080528314,0.25,0.8051948051948052,-0.002609749487754088,0.5,232,-0.29528539549761135,-0.0013389008481721318,0.3275862068965517,0.02423804974965026,0.027840000000000028,-0.013799466524034316,0.8557055902631607,-0.4377201651841026,0.25,0.8157894736842105,-0.003329749487754088,0.5
breakout20_tp0.030_sl0.012_h10,breakout20,0.03,0.012,10,train,331,0.7406189539107497,0.001865343696453909,0.38972809667673713,0.02566361665261579,0.028560000000000026,-0.013332563290401948,1.2292565931008217,-0.1792030563037461,0.32628398791540786,0.8604651162790697,0.00010141862133574972,0.5555555555555556,331,0.37188977906426435,0.0011453436964539094,0.38972809667673713,0.024943616652615797,0.027840000000000028,-0.014052563290401946,1.1335540013787004,-0.20032091518862516,0.32628398791540786,0.8604651162790697,-0.0006185813786642502,0.5555555555555556
breakout20_tp0.030_sl0.012_h10,breakout20,0.03,0.012,10,test,215,-0.1402942262118697,-0.000523347254594723,0.3209302325581395,0.02680754116321933,0.028560000000000026,-0.013439999999999999,0.9426575445725976,-0.3160695725629782,0.28837209302325584,0.8985507246376812,-0.00262276138670169,0.5,215,-0.26372924849920953,-0.0012433472545947228,0.3209302325581395,0.026087541163219343,0.027840000000000028,-0.014159999999999996,0.87069515723538,-0.37603483401770077,0.28837209302325584,0.8985507246376812,-0.0033427613867016907,0.5
breakout20_tp0.030_sl0.012_h20,breakout20,0.03,0.012,20,train,310,1.0948969264930644,0.002592007292950501,0.3870967741935484,0.027976018840122144,0.028560000000000026,-0.013440000000000016,1.3146625394794225,-0.1792030563037461,0.3741935483870968,0.9666666666666667,0.0007342892203457579,0.6666666666666666,310,0.676504784584824,0.0018720072929505015,0.3870967741935484,0.02725601884012215,0.027840000000000028,-0.014160000000000011,1.2157011079447873,-0.19686516842685364,0.3741935483870968,0.9666666666666667,1.4289220345758099e-05,0.6666666666666666
breakout20_tp0.030_sl0.012_h20,breakout20,0.03,0.012,20,test,209,-0.16844927287162992,-0.0006986969625965632,0.3062200956937799,0.028168317731520596,0.028560000000000026,-0.013439999999999999,0.925067905797064,-0.3998138663167802,0.3014354066985646,0.984375,-0.0029092232783860367,0.25,209,-0.28477460244930675,-0.0014186969625965635,0.3062200956937799,0.027448317731520597,0.027840000000000028,-0.014159999999999996,0.8555875388745952,-0.4513034577913969,0.3014354066985646,0.984375,-0.0036292232783860364,0.25
breakout20_tp0.030_sl0.018_h5,breakout20,0.03,0.018,5,train,340,-0.06479738669189206,1.7912888303353865e-05,0.4470588235294118,0.02163859403185408,0.028560000000000026,-0.017462637823503616,1.0018551406372096,-0.3625989344960844,0.2735294117647059,0.6381578947368421,-0.0018547199017469385,0.4444444444444444,340,-0.2680045424253331,-0.0007020871116966452,0.4441176470588235,0.02106090845880731,0.027840000000000028,-0.018089453943157478,0.9301795479455497,-0.46667284618405436,0.2735294117647059,0.6423841059602649,-0.0025747199017469367,0.3333333333333333
breakout20_tp0.030_sl0.018_h5,breakout20,0.03,0.018,5,test,220,-0.5388216037698313,-0.003284589377347082,0.35454545454545455,0.024577877724809707,0.028560000000000026,-0.018589324827827578,0.7262514647030419,-0.6110885512810824,0.2681818181818182,0.8076923076923077,-0.005702295249688443,0.25,220,-0.6066368263330872,-0.004004589377347082,0.35454545454545455,0.02385787772480972,0.027840000000000028,-0.019309324827827573,0.678689262475799,-0.6511621160300085,0.2681818181818182,0.8076923076923077,-0.006422295249688442,0.0
breakout20_tp0.030_sl0.018_h10,breakout20,0.03,0.018,10,train,293,0.07864381933768749,0.0005142999668902071,0.4334470989761092,0.0258012521675506,0.028560000000000026,-0.018831741776988525,1.0482042730957677,-0.291466839253418,0.3651877133105802,0.8582677165354331,-0.0016432484146588584,0.5555555555555556,293,-0.1265729567547239,-0.00020570003310979134,0.4334470989761092,0.025081252167550586,0.027840000000000028,-0.01955174177698852,0.9814301480579921,-0.395468993711632,0.3651877133105802,0.8582677165354331,-0.002363248414658857,0.5555555555555556
breakout20_tp0.030_sl0.018_h10,breakout20,0.03,0.018,10,test,199,-0.39270357127794875,-0.002251703472864842,0.37185929648241206,0.026554224396325925,0.028560000000000026,-0.019304812771425785,0.8143099354940762,-0.5096104142959961,0.3316582914572864,0.8918918918918919,-0.004779729949318939,0.25,199,-0.47400606697977377,-0.0029717034728648406,0.37185929648241206,0.025834224396325933,0.027840000000000028,-0.020024812771425787,0.7637455099929014,-0.5511028285217836,0.3316582914572864,0.8918918918918919,-0.005499729949318938,0.25
