candidate,family,profile,split,total_return,cagr,sharpe,max_drawdown,avg_month,worst_month,positive_month_pct,month_ge_10_pct,month_le_minus10_pct,months
topmom_252_8_21_200,top_momentum,unlevered,test,1.9291356567165372,0.3524590876361362,1.5161528549136611,-0.17104842946836907,0.02735602901713147,-0.07465715839805587,0.6046511627906976,0.13953488372093023,0.0,43
topmom_252_8_21_200,top_momentum,base,train,3.6329324001672783,0.21147553665165275,1.1169254188798148,-0.25803725509580633,0.01733964933308363,-0.12196905658302437,0.5,0.052083333333333336,0.020833333333333332,96
topmom_252_8_21_200,top_momentum,base,test,2.099785042858952,0.37414623341946585,1.6200693525028098,-0.1586388420096816,0.02865068945101425,-0.07087258310352818,0.5813953488372093,0.13953488372093023,0.0,43
topmom_252_8_21_200,top_momentum,balanced,train,8.206661149104518,0.3201778593790192,1.083076557748005,-0.41154003733853994,0.026484872814514605,-0.1771059306718744,0.4791666666666667,0.16666666666666666,0.052083333333333336,96
topmom_252_8_21_200,top_momentum,balanced,test,4.620985976664787,0.6242379970567395,1.5579083531831783,-0.26588255676673167,0.04646803531443888,-0.12069902867352134,0.5813953488372093,0.3023255813953488,0.046511627906976744,43
topmom_252_8_63_200,top_momentum,unlevered,train,1.8113539789733069,0.1380731196397209,0.7032458742990606,-0.3398826332176087,0.01192156388288298,-0.11521192567480698,0.46875,0.041666666666666664,0.010416666666666666,96
topmom_252_8_63_200,top_momentum,unlevered,test,1.0795918402079332,0.2283769018290549,1.0019702224300573,-0.2611280293345716,0.01928251983045381,-0.0952074948657674,0.5581395348837209,0.09302325581395349,0.0,43
topmom_252_8_63_200,top_momentum,base,train,2.2110360234149713,0.15716033259907536,0.8487955738596736,-0.25312864684932046,0.013431112434133299,-0.12331072412458088,0.4479166666666667,0.03125,0.010416666666666666,96
topmom_252_8_63_200,top_momentum,base,test,1.2603034078634847,0.2574720719957406,1.194803185864066,-0.2083096099569548,0.021058274346955605,-0.07442506642421687,0.5581395348837209,0.11627906976744186,0.0,43
topmom_252_8_63_200,top_momentum,balanced,train,4.5099388998348395,0.238041911767092,0.8423848359898501,-0.4001439492911808,0.021052258784515953,-0.17795932503488476,0.4583333333333333,0.14583333333333334,0.0625,96
topmom_252_8_63_200,top_momentum,balanced,test,2.215687416098151,0.38839074609992563,1.1056502773231345,-0.3544736012691436,0.03291545491205548,-0.12797654565098993,0.5581395348837209,0.2558139534883721,0.09302325581395349,43
topmom_252_10_5_200,top_momentum,unlevered,train,2.7272610107007553,0.17894800812231026,1.0752735939390268,-0.2069449570152999,0.014773200998612035,-0.12464221410732257,0.5104166666666666,0.041666666666666664,0.020833333333333332,96
topmom_252_10_5_200,top_momentum,unlevered,test,1.1121026986204563,0.23374183011768657,1.1927740632532602,-0.18676896835235068,0.019157578753835797,-0.13033650262857632,0.627906976744186,0.06976744186046512,0.023255813953488372,43
topmom_252_10_5_200,top_momentum,base,train,4.107109449619746,0.2263369169272602,1.2137971212054082,-0.21222965672814786,0.018435549485779325,-0.14376746964891274,0.5104166666666666,0.0625,0.020833333333333332,96
topmom_252_10_5_200,top_momentum,base,test,1.479721432875575,0.2906311753049382,1.3244564628888276,-0.1689027435478555,0.023425284722422165,-0.11222009521088305,0.5813953488372093,0.09302325581395349,0.023255813953488372,43
topmom_252_10_5_200,top_momentum,balanced,train,9.23746047376198,0.33782536543433084,1.169738040308431,-0.3058224223741004,0.027612229615203196,-0.20880393004006892,0.5104166666666666,0.1875,0.03125,96
topmom_252_10_5_200,top_momentum,balanced,test,2.8958572168297643,0.4652843863707463,1.2802299247429443,-0.2789528239898543,0.03759787218676531,-0.19046395899037494,0.6046511627906976,0.27906976744186046,0.06976744186046512,43
topmom_252_10_21_200,top_momentum,unlevered,train,2.338998791268404,0.16283214769369225,0.9647812453096172,-0.2609872237523545,0.013593758189352725,-0.10317883856732302,0.4895833333333333,0.03125,0.010416666666666666,96
topmom_252_10_21_200,top_momentum,unlevered,test,1.739393996338904,0.3272511294165057,1.5483403823017432,-0.15087507598302918,0.025386558508732983,-0.08393190115639126,0.6511627906976745,0.11627906976744186,0.0,43
topmom_252_10_21_200,top_momentum,base,train,3.525381022993968,0.20792030313921583,1.1155272199779098,-0.24026990504423262,0.01711829191697303,-0.11314116202478397,0.4895833333333333,0.0625,0.010416666666666666,96
topmom_252_10_21_200,top_momentum,base,test,2.069206951950518,0.3703244494845048,1.6248447353507718,-0.15108939539751198,0.028298415783706996,-0.08267126260816271,0.6511627906976745,0.18604651162790697,0.0,43
topmom_252_10_21_200,top_momentum,balanced,train,7.224170490954785,0.3016676287353741,1.0550744711292157,-0.37862868194246735,0.025190826139836735,-0.16786921409779654,0.4791666666666667,0.15625,0.052083333333333336,96
topmom_252_10_21_200,top_momentum,balanced,test,4.447684451410693,0.6100107414589775,1.5698834933396102,-0.25302430156605915,0.045194306249094755,-0.11979866183570853,0.6511627906976745,0.3023255813953488,0.06976744186046512,43
topmom_252_10_63_200,top_momentum,unlevered,train,2.0267365207382397,0.14863363926961015,0.7639891114868987,-0.3517665498429168,0.012603991205618824,-0.10403302945200221,0.46875,0.041666666666666664,0.010416666666666666,96
topmom_252_10_63_200,top_momentum,unlevered,test,0.9704605063468874,0.20991487231946637,1.0163632410936003,-0.2542991529695632,0.017627490003608724,-0.09389918294075572,0.5581395348837209,0.09302325581395349,0.0,43
topmom_252_10_63_200,top_momentum,base,train,2.964325590647669,0.18807926361105887,0.9952570215109116,-0.2537559426844146,0.01570543764937162,-0.11426017249232556,0.4583333333333333,0.041666666666666664,0.010416666666666666,96
topmom_252_10_63_200,top_momentum,base,test,1.149898608166498,0.23990476330297628,1.1343794296580205,-0.21933006020835322,0.019794321853838403,-0.08647381207551574,0.5581395348837209,0.09302325581395349,0.0,43
topmom_252_10_63_200,top_momentum,balanced,train,5.748543076755615,0.26985514755350937,0.9383743730404105,-0.4113221424806729,0.023126948229870842,-0.1684660412486424,0.4583333333333333,0.16666666666666666,0.0625,96
topmom_252_10_63_200,top_momentum,balanced,test,1.9598971257076179,0.3564343587927701,1.0564570648990472,-0.35801973934534403,0.030456759079909416,-0.15071091789491065,0.5581395348837209,0.23255813953488372,0.09302325581395349,43
invvol_100_21_5,inverse_vol,unlevered,train,1.1164744063848926,0.0983532674542198,0.8350733256917442,-0.2040756484684858,0.008417715099386299,-0.07015845886564753,0.5208333333333334,0.010416666666666666,0.0,96
invvol_100_21_5,inverse_vol,unlevered,test,1.110255059604747,0.23343853101948198,1.8188891294429208,-0.07809826158100297,0.017953701181082988,-0.04260448510611814,0.6744186046511628,0.0,0.0,43
invvol_100_21_5,inverse_vol,base,train,1.6865675518248255,0.13162620912715428,0.8167632906758596,-0.27429071911765124,0.011457870838933992,-0.10579274112963077,0.5208333333333334,0.020833333333333332,0.020833333333333332,96
invvol_100_21_5,inverse_vol,base,test,1.9246590174238456,0.3518780776064372,1.8069987443461675,-0.11588639942946677,0.026232114384812915,-0.06361512514072287,0.6744186046511628,0.046511627906976744,0.0,43
invvol_100_21_5,inverse_vol,balanced,train,2.9467125475311926,0.18741750874172647,0.8398634065758027,-0.3647548525725698,0.016611340869329416,-0.13935682907190927,0.5208333333333334,0.10416666666666667,0.052083333333333336,96
invvol_100_21_5,inverse_vol,balanced,test,3.2306175750073436,0.4996145801177785,1.8188891294429208,-0.15281955196797736,0.03587830058242236,-0.08488344831383365,0.6744186046511628,0.20930232558139536,0.0,43
invvol_100_21_21,inverse_vol,unlevered,train,1.4876850504496026,0.12078821324669242,0.9560232250873776,-0.17122086539620718,0.010077931008746611,-0.07142586970133247,0.5208333333333334,0.010416666666666666,0.0,96
