family,profile,annual_funding_drag,avg_gross_exposure,total_return,cagr,sharpe,max_drawdown,avg_month,worst_month,positive_month_pct,month_ge_10_pct,month_le_minus10_pct,months
top_momentum,unlevered,0.05,0.9141583054626533,1.4958832444984145,0.2929888415095492,0.9637388137869697,-0.20644311159907802,0.025348278325736488,-0.19142495814360017,0.5581395348837209,0.20930232558139536,0.06976744186046512,43
top_momentum,unlevered,0.1,0.9141583054626533,1.1213975227787993,0.2352647342894867,0.8205603915989322,-0.21913361552777377,0.02147513945512132,-0.19498256605091369,0.5348837209302325,0.18604651162790697,0.06976744186046512,43
top_momentum,unlevered,0.2,0.9141583054626533,0.5324122591575116,0.12740191671349743,0.5341480724535868,-0.2527640774351717,0.013772609406468206,-0.20205300997995312,0.5348837209302325,0.18604651162790697,0.06976744186046512,43
top_momentum,unlevered,0.4,0.9141583054626533,-0.2006913946860709,-0.060992732955489126,-0.03880646006345008,-0.46906858652639505,-0.001458941778566048,-0.21601647656486134,0.46511627906976744,0.18604651162790697,0.13953488372093023,43
dual_ema,base,0.0,1.0022969247055813,1.4560198920812293,0.28715355623867045,1.5183423310245938,-0.14097988561224262,0.022431425422829245,-0.07748246686451021,0.6046511627906976,0.046511627906976744,0.0,43
dual_ema,base,0.05,1.0022969247055813,1.0550994233534685,0.22429520424369787,1.2348099190757458,-0.14452121240917237,0.018184226464147305,-0.08088352468966653,0.5813953488372093,0.046511627906976744,0.0,43
dual_ema,base,0.1,1.0022969247055813,0.7195559406936709,0.164493378024408,0.9511307656925104,-0.14804875117242677,0.013955582581678195,-0.08427264365472287,0.5581395348837209,0.046511627906976744,0.0,43
dual_ema,base,0.2,1.0022969247055813,0.20373464910403039,0.05347449757729361,0.38348080254074074,-0.16122365429582786,0.005553639768883046,-0.0918093268148571,0.5348837209302325,0.023255813953488372,0.0,43
dual_ema,base,0.4,1.0022969247055813,-0.41041085364587704,-0.13793704183710875,-0.7519432267432589,-0.4456630348539269,-0.01103108908121544,-0.11123661352139003,0.4418604651162791,0.023255813953488372,0.046511627906976744,43
inverse_vol,base,0.0,1.3348231295185455,1.9426594521866618,0.35421043276440045,1.7400286115820731,-0.12939811852089378,0.026794147239310038,-0.07853384997032253,0.6976744186046512,0.09302325581395349,0.0,43
