candidate,family,params,profile,split,total_return,cagr,ann_vol,sharpe,max_drawdown,profit_factor,avg_month,median_month,best_month,worst_month,positive_month_pct,month_ge_10_pct,months
donchian_336,donchian,[336],aggressive,test,-0.2852580317260359,-0.1913931515973375,0.7349959199303647,0.07798090471818252,-0.5454072490696488,1.0027008726825108,0.0024470101502685675,-0.07411857311755987,0.3742953575207266,-0.29194424437317157,0.3684210526315789,0.3684210526315789,19
donchian_336,donchian,[336],aggressive,full,0.09605746657833114,0.02592489500853068,0.7421570599628793,0.40562921529305523,-0.6385077032706843,1.014244887087311,0.022690292505032985,-0.03451820255613236,0.6221890208827097,-0.29194424437317157,0.4186046511627907,0.3023255813953488,43
tsmom_720,tsmom,[720],base,train,0.47605558860723707,0.21460675297135934,0.38378597634068945,0.697810373071929,-0.47418713592567163,1.0261365553892798,0.025492743493462196,-0.005166517372421631,0.4578120547585951,-0.2145617452970765,0.5,0.2916666666666667,24
tsmom_720,tsmom,[720],base,test,-0.175230483388083,-0.11473461620219316,0.37681338263697145,-0.13500561558483135,-0.3315697905842936,0.995231295455653,-0.0036920115049965106,-0.011009643990033346,0.15562194833568044,-0.15809402361735847,0.47368421052631576,0.2631578947368421,19
tsmom_720,tsmom,[720],base,full,0.2174056543078975,0.05643041047478947,0.380723602218858,0.3341775323113484,-0.47418713592567163,1.0121955731632635,0.012597154075538582,-0.010364787145526022,0.4578120547585951,-0.2145617452970765,0.4883720930232558,0.27906976744186046,43
tsmom_720,tsmom,[720],aggressive,train,0.5358630155537427,0.2389357279839932,0.7577982617434145,0.6595303553298137,-0.739389570039277,1.0245135149691735,0.05472374245399066,-0.020650728518666173,1.073890958966571,-0.38728204144157785,0.4583333333333333,0.2916666666666667,24
tsmom_720,tsmom,[720],aggressive,test,-0.44663581758313464,-0.31224567507154255,0.7423807566003167,-0.13291750994392393,-0.5582127107875718,0.9953047850177633,-0.0077857775194823545,-0.02786828610683245,0.31111034902822654,-0.2997520003312466,0.47368421052631576,0.3157894736842105,19
tsmom_720,tsmom,[720],aggressive,full,-0.15010841809380226,-0.044372251211023506,0.7510309350852471,0.313953239927384,-0.739389570039277,1.0114098707567523,0.02710325688431654,-0.02786828610683245,1.073890958966571,-0.38728204144157785,0.46511627906976744,0.3023255813953488,43
donchian_720,donchian,[720],base,train,-0.06164584023676212,-0.03127101844329849,0.3769465599636127,0.10436596776120217,-0.5118532031086769,1.0036517477806146,0.007276077752470893,-0.01738325871176255,0.3668853033898001,-0.3278752474186847,0.4583333333333333,0.25,24
donchian_720,donchian,[720],base,test,0.11327077999535473,0.07023425862661958,0.3740579567146311,0.36856358217813473,-0.27398213279373784,1.0127383299290058,0.009667567992494118,0.0022882987846013503,0.16756987455312333,-0.12510803260597303,0.5263157894736842,0.21052631578947367,19
donchian_720,donchian,[720],base,full,0.044642267351508114,0.012262025406171606,0.37566943454142504,0.22041271787654915,-0.5118532031086769,1.0076704491524504,0.008332782742248596,0.0,0.3668853033898001,-0.3278752474186847,0.4883720930232558,0.23255813953488372,43
donchian_720,donchian,[720],aggressive,train,-0.22567321554286768,-0.11988764792984818,0.7455768861445066,0.2023037282627232,-0.7411002510871862,1.0070822286675045,0.02464435419079837,-0.046192374386382795,0.8349868855149432,-0.47514128317115845,0.375,0.25,24
donchian_720,donchian,[720],aggressive,test,-0.023375099861337567,-0.014850858119438759,0.7336742477075752,0.34686121187339614,-0.482577408733484,1.0119942158747406,0.013285172309345105,-0.01602745242871373,0.3359814546681559,-0.2441702012502981,0.42105263157894735,0.3157894736842105,19
