time,ema_24-168|base,ema_24-168|aggressive,ema_24-336|base,ema_24-336|aggressive,ema_24-504|base,ema_24-504|aggressive,ema_48-168|base,ema_48-168|aggressive,ema_48-336|base,ema_48-336|aggressive,ema_48-504|base,ema_48-504|aggressive,ema_72-168|base,ema_72-168|aggressive,ema_72-336|base,ema_72-336|aggressive,ema_72-504|base,ema_72-504|aggressive,tsmom_72|base,tsmom_72|aggressive,donchian_72|base,donchian_72|aggressive,tsmom_168|base,tsmom_168|aggressive,donchian_168|base,donchian_168|aggressive,tsmom_336|base,tsmom_336|aggressive,donchian_336|base,donchian_336|aggressive,tsmom_720|base,tsmom_720|aggressive,donchian_720|base,donchian_720|aggressive,xsmom_72-8|base,xsmom_72-8|aggressive,xsmom_72-24|base,xsmom_72-24|aggressive,xsmom_168-8|base,xsmom_168-8|aggressive,xsmom_168-24|base,xsmom_168-24|aggressive,xsmom_336-8|base,xsmom_336-8|aggressive,xsmom_336-24|base,xsmom_336-24|aggressive,flowtrend_24-168|base,flowtrend_24-168|aggressive,flowtrend_24-336|base,flowtrend_24-336|aggressive,flowtrend_72-168|base,flowtrend_72-168|aggressive,flowtrend_72-336|base,flowtrend_72-336|aggressive,ensemble|base,ensemble|aggressive
2023-01-31 00:00:00+00:00,0.1411164664140956,0.28520443725009614,0.03779792280512351,0.06037230258800297,-0.016648327319116585,-0.02761870323210358,0.18236811603278746,0.37933836445279834,0.037946586525164694,0.06059274108022872,-0.016648327319116585,-0.02761870323210358,0.2189596711917956,0.4650768032098316,0.04826694451731517,0.08179928362179911,-0.016648327319116585,-0.02761870323210358,0.02908319861415798,0.04804252448625834,0.045685218141438444,0.08141609630120894,0.1459995633339326,0.29678956756995256,0.24758778743584586,0.5298932405539238,0.036662095310137754,0.057009286952594884,0.017965046891614822,0.005927959186104559,0.02238155653623597,0.0331111108035862,0.0,0.0,-0.10587331641664277,-0.20592414383939628,-0.1031991768029723,-0.20128909488114277,0.06007510679015926,0.11440279077158633,0.07948987111855366,0.1555499357540855,-0.027436746177267435,-0.07885186662602806,-0.033248675535533456,-0.0904168686471225,-0.08214076197482889,-0.12248099975228766,0.0028407802783083635,0.004087831803863073,-0.12598743356111708,-0.18411638850692957,-0.021245371020525483,-0.031756329169037256,0.02657830415499185,0.026719846825089988
2023-02-28 00:00:00+00:00,-0.01044577368962285,-0.028235308906185974,-0.08710930952562723,-0.17281720767076714,-0.1012599328764121,-0.20070891449572947,-0.023889140043199086,-0.054240981993621484,-0.07082865849942022,-0.14335295927558311,-0.13466761572151864,-0.25917996921793696,-0.08883206425886736,-0.1755454734657479,-0.07778740486462632,-0.155814464925648,-0.1582169439241593,-0.29877643628483286,-0.0929283655806813,-0.1834355718477345,-0.0412874890731082,-0.08825679187193125,-0.09279068563541926,-0.18321095821812616,-0.05808784040689341,-0.11879836091481288,-0.12080776597072607,-0.2313778805140958,-0.1214117509480519,-0.23441153728941655,-0.10336042672696444,-0.2247102801615367,-0.3278752474186847,-0.47514128317115845,-0.06144934989248918,-0.12447475983444656,-0.000556396564271755,-0.007134798786207264,-0.09159849529236397,-0.1808558160571232,0.03386373531245335,0.060991793268039274,-0.10350353438018867,-0.20190917863019076,-0.08310949433830694,-0.1646388406753455,0.031168365959350464,0.04396841215480585,0.03963137098670022,0.05767738013539381,-0.06524787433490742,-0.09772055033970495,-0.0767121823154917,-0.11407332747741128,-0.0417179614860973,-0.07939932682730466
2023-03-31 00:00:00+00:00,0.036840263944065255,0.06162416437443885,0.04302368155568326,0.07356384115500969,-0.03729258550106396,-0.0856999045041037,0.03685171943784127,0.06140343009548288,-0.021246921107043626,-0.05422138277623623,-0.010286040565975263,-0.03337371761096619,0.01583615808500327,0.018671579208001665,-0.02973152780965982,-0.07110670902849614,0.012818278619652013,0.011671159748699811,0.013656565930752596,0.015093229160050292,0.07648756107704546,0.145105932997444,0.03212440011629525,0.05162097445255176,0.05684189857772681,0.10248140923839633,-0.0026797514749248297,-0.022644960773650302,-0.020369257322285228,-0.05565408422017648,3.175240068276075e-05,-0.012721033013037175,-0.13826139851444708,-0.27124267576455874,0.18612318204946843,0.38330220465814957,0.10535865486742346,0.20316380942800527,0.11071828081795809,0.2153036261552992,0.028508676448842918,0.04099646534932333,-0.02045288609607432,-0.056314787356055995,-0.09341827826770843,-0.1927596223002549,-0.034236776554933845,-0.05556393395849957,-0.0027573863656448205,-0.00819406668502709,-0.0013318496648807576,-0.002460856175035109,-0.008622013625874891,-0.013393699438040363,-0.0011515473994561098,0.11106490082682674
2023-04-30 00:00:00+00:00,-0.10494124789855308,-0.20615445734744298,-0.02245208214804928,-0.05200197403045559,-0.06854062226807311,-0.13916942611561556,-0.09562295739196802,-0.1889286717966301,-0.06746496962447923,-0.13887461549600322,-0.09514189500495618,-0.1891278775649341,-0.061554528965961364,-0.12798745067190997,-0.08554057071038812,-0.17195264087695683,-0.08407088372223581,-0.16911891956484337,-0.08934531868403917,-0.18115523312815363,-0.024238980873975025,-0.05893890127205603,-0.1006661517689077,-0.19808749954625915,-0.035010878723662486,-0.0765669260484293,-0.11698394509226173,-0.225013914878737,-0.04092035228153568,-0.08707250356900431,-0.0260957516032011,-0.06338036707680939,-0.03643612739139779,-0.08621185870533288,-0.03287384394716508,-0.06942347045597941,0.004963787622673355,0.004592874188732443,-0.10038411231273392,-0.19576532101166844,-0.14489208201208237,-0.27311882590303604,-0.07481397287485447,-0.1494256078537899,-0.06006429045702388,-0.12178137571185543,-0.09256775110063409,-0.14208651382852955,-0.010593602975347838,-0.020820648159309618,-0.044433761301377994,-0.06864999875678823,0.03655723981492143,0.05265118450994288,-0.05728585934107999,-0.12295308487456802
2023-05-31 00:00:00+00:00,-0.1045298392683307,-0.20320901073989062,-0.04269218628605698,-0.08954304418334902,-0.061561619309397186,-0.12535393502579883,-0.09123442508159019,-0.1794851399399846,-0.037421822315464204,-0.07879154266361643,-0.0566807461784532,-0.11540858806798038,-0.07734141917552673,-0.15354071008979908,-0.06327905469564465,-0.12755541056346853,-0.02850042031108102,-0.06151673579846506,-0.06147695868164349,-0.12446987962274692,-0.03884845915171398,-0.08163158852331343,-0.11201909997265047,-0.21617639305753178,-0.07750649970994772,-0.14991969440755915,-0.09011507108480943,-0.17810560406449838,-0.032442518916161456,-0.06928949047252553,-0.07694950523651134,-0.15251288091096993,-0.07344777649977519,-0.14584638188407917,-0.059667806957752534,-0.1241443731866938,-0.09321955879410049,-0.181697530091382,-0.07704924346027697,-0.15636489941983922,-0.02942233353865109,-0.06691630085826383,-0.013233327217134883,-0.047864192279625684,-0.07491988740706623,-0.1575296945501944,-0.029246398293007236,-0.062306168040371146,-0.054774498900393875,-0.09510824082622127,-0.04291737797183992,-0.06409351411431141,-0.048609438343044875,-0.07242575486759217,-0.06094549310701958,-0.11083376569729486
2023-06-30 00:00:00+00:00,0.06355270345249342,0.1122384932499898,0.050645292111149987,0.08675017580454636,0.07408715496290808,0.13937768949913698,0.07178417279092275,0.12923908402452877,0.07746905163739948,0.14586451189987026,0.07368982295049409,0.13824585130199907,0.09109850063677416,0.1701578360128897,0.06313330044282028,0.11575701699088081,0.03479153602527396,0.05720541598031037,-0.056468853558181986,-0.12554882686176416,0.010942169755067122,0.005243213405994984,0.05458543432913365,0.0917146512557232,-0.03117783103543248,-0.07710947306054627,-0.027652660714635124,-0.07266378877941837,0.007562066742365925,0.001443008829255188,0.05519431463002644,0.09752557793093941,0.05073594281980398,0.09225551287551159,0.08383141856159027,0.15688121741786554,0.09133265664815005,0.17380490029585505,0.19072006015096044,0.39927134016146937,0.10305705867880599,0.2002108745092932,0.1886831108773055,0.39236288535146824,0.22883815711294786,0.4592698622226006,-0.06305429225322678,-0.097476746217109,-0.07156472192307406,-0.10823440280669416,0.02664133187724893,0.03859823044368649,0.05478048170405314,0.08128545515857821,0.06012054900208308,0.017371980244721863
2023-07-31 00:00:00+00:00,0.007173284472175689,0.004551945233485233,-0.040202783761838834,-0.08773101491694069,-0.01212820091330058,-0.03593684926732843,0.02292482624419301,0.036706072370548126,-0.042227191280283294,-0.09352134840867354,-0.024134588348005526,-0.05906518158843632,-0.006729816704132419,-0.021806371860032092,-0.051393853908506815,-0.1109603296792141,0.006502040929079689,0.001075070964673408,0.048566782215404114,0.08912389658301101,0.0893054147094896,0.17152690397172843,-0.0026679401386886514,-0.0163965633803852,-0.017298975460354082,-0.04459293683629362,0.045539589933437874,0.08282810120931394,-0.011322485520618875,-0.03451820255613236,0.019399517262495225,0.023902407045269136,-0.0347665174235251,-0.08390426445683508,0.19095023482369133,0.394443213387937,0.051093031727599714,0.09317344866790744,0.2095568354387598,0.43671054990700076,0.13512680722504866,0.27173605595906114,0.20601571058205237,0.43298459808216117,0.20740611972282785,0.43610839654517597,-0.16208082400015855,-0.23431498276653573,-0.2253181641443912,-0.33617083496660616,-0.022625648014049204,-0.034738590692344085,-0.0441079664148073,-0.06608335242010155,0.03171689753742912,0.08103636777129464
2023-08-31 00:00:00+00:00,0.09405830607748933,0.1749994955648715,0.11209677516646632,0.16980477699610397,0.15981641242174205,0.24239612966275592,0.08097971211818633,0.14441357590693005,0.146821011332819,0.22241937201039175,0.1718425146491671,0.25739955725231756,0.12186404088735192,0.21525290977152856,0.16365912428405927,0.24972580921668297,0.15828799722510678,0.21956429957394774,-0.007487145943432583,-0.03320602387332372,0.059269014884951954,0.09487346345125025,0.1020502056681254,0.19186229093080942,0.11092307400957635,0.21044330197629146,0.1128384212684852,0.20956879694293185,0.04900958209464079,0.058310745316608514,0.19867706568632792,0.37836001221576643,0.05061022659092984,0.08565039064920632,-0.09469656522421721,-0.18794788850713173,-0.07204500481023823,-0.14774861715125354,0.01945916825395999,0.030159971791741347,0.035990791433649694,0.0638867110549115,0.01730244735608477,0.027008467593338192,0.030680040986116097,0.05383600871586869,-0.06908994136932156,-0.10738008882389516,-0.06003943913380161,-0.10326898808905705,0.04677191726683749,0.05863894194724151,0.05766448935582935,0.0776377322792774,0.05902911939211841,-0.02042127325943255
2023-09-30 00:00:00+00:00,-0.007159906191652299,-0.019635229956425637,-0.03091226923676471,-0.0651981940221753,-0.029975979846925682,-0.06338767593350347,-0.010508901445550722,-0.026405846513434805,-0.04540119461675651,-0.09318062213984957,-0.07681587411027113,-0.15131922876192638,-0.013357064612907976,-0.03226715636968758,-0.0415494591916844,-0.08585231946651173,-0.0702550302657946,-0.13916631235060983,-0.10101359894241535,-0.19662323553254235,0.0077388516625156445,0.009868258793850115,-0.10453752815053519,-0.2029437143812678,-0.08858329191917858,-0.173133031607559,-0.08186320352433674,-0.16040418380805566,-0.0014285535359612744,-0.008250424516643928,-0.09397834572536568,-0.18218696923888256,-0.04221224838493187,-0.08793774883874073,-0.11360980073485172,-0.20956958724645125,-0.11395722818761478,-0.21044352773470265,-0.06401737694533438,-0.1234619864838653,-0.01852259492939623,-0.034068682798497285,-0.07536470513430005,-0.1446445704415591,-0.04975920347593876,-0.10206053672079185,-0.1509748131504357,-0.2189170939215752,-0.14662776668224087,-0.21232198941212566,-0.050449636799132835,-0.08098057443125539,-0.04955718791195751,-0.07870126481146333,-0.060001122844314025,-0.13020536192673327
2023-10-31 00:00:00+00:00,0.24437751466625213,0.5216239841316654,0.24509962999440926,0.52356632624433,0.2262074707366235,0.4788963986741097,0.2537344953214882,0.54545573078035,0.23382542176435073,0.49711952008618354,0.23147408519719948,0.4912926431688709,0.2242892938765435,0.4742974083744609,0.19431047605962393,0.4029954719480189,0.23214886005530255,0.4930190795379428,0.18313561424316194,0.3751095938994571,0.16047084625132202,0.32372089964039086,0.29732828285839874,0.6531016856745806,0.24551643883924856,0.5243690708319906,0.05917581361956503,0.10370476318781541,0.21450775168593728,0.45266696668619244,0.2507931617243475,0.5180156412760424,0.20637845447459635,0.43450717675249795,0.1392059741385363,0.2641445998581422,0.0785749705990102,0.1462644838155267,0.25477502819657105,0.5477357323187093,0.2326248023507056,0.4982070270848664,0.21635001160284295,0.4371449218659571,0.2590851642643235,0.54334592668005,0.029758612312210442,0.043262859616330696,0.02534994910356758,0.036751423902692926,-0.048175449061372166,-0.07184752879998879,-0.0330177110801807,-0.04954229930805232,0.1900982303583545,0.3117836708058275
