family,symbol,side,lookback,hold,threshold,aux,stop,target,key,train_trades,train_cagr,train_total_return,train_avg_trade,train_win_rate,train_profit_factor,train_max_drawdown,train_bootstrap_mean_5pct,train_positive_year_pct,val_trades,val_cagr,val_total_return,val_avg_trade,val_win_rate,val_profit_factor,val_max_drawdown,val_bootstrap_mean_5pct,val_positive_year_pct,test_trades,test_cagr,test_total_return,test_avg_trade,test_win_rate,test_profit_factor,test_max_drawdown,test_bootstrap_mean_5pct,test_positive_year_pct,stress_trades,stress_cagr,stress_total_return,stress_avg_trade,stress_win_rate,stress_profit_factor,stress_max_drawdown,stress_bootstrap_mean_5pct,stress_positive_year_pct,batch,basic_gate,strict_gate_pre_external,rank_score
regime_switch,BTCUSDT,short,3,2,0.05,1.0,0.018,0.045,70323ff6e100,22,-0.0946006886256705,-0.13828503403274617,-0.006672713308698261,0.36363636363636365,0.2536914876989201,-0.1264423374949274,-0.01068975991220858,0.0,11,-0.048128249212045504,-0.04809611094323385,-0.004295891098598474,0.36363636363636365,0.5790996325917377,-0.07546590402277009,,0.5,11,0.044955286947058415,0.048831017030597446,0.004596569669877239,0.6363636363636364,1.644245971268753,-0.05460552560869392,,1.0,11,0.028183883444110824,0.030592597215454154,0.0029965696698772385,0.6363636363636364,1.3883265286849382,-0.06072697465856136,,0.5,0,False,False,0.9660970008029033
trend,SOLUSDT,both,30,9,0.03,1.0,0.025,0.06,d1d33ef844e1,562,-0.24256286606837663,-0.3403570384206862,-5.4836994255781535e-05,0.3398576512455516,0.9967669197878233,-0.5754287560423748,-0.0026850427497344506,0.5,334,-0.41722139472558795,-0.4170059650057104,-0.000977342461404334,0.3413173652694611,0.941442159137383,-0.6570224914170708,-0.004171648377321003,0.5,262,-0.3730838994733864,-0.39725070362367654,-0.0013801678500522648,0.37404580152671757,0.910553079460931,-0.5247645068821315,-0.004882873591734586,0.0,262,-0.5746571954296047,-0.6041933831823807,-0.002980167850052265,0.3549618320610687,0.8188029012527254,-0.6364984531209029,-0.006267949417390247,0.0,0,False,False,0.9604697316398217
trend,BTCUSDT,long,30,6,0.02,1.0,0.0,0.03,c66bc33705c7,226,0.4378833696136979,0.7226920132664361,0.002654611934407801,0.5221238938053098,1.3409688397114237,-0.20458991977883378,0.0002670163842171341,1.0,142,-0.23092461292168165,-0.2307863783141244,-0.0015795375057571933,0.47183098591549294,0.8338754751230537,-0.3627032831235696,-0.004750562297898158,0.0,85,-0.04223539742901883,-0.04570866585953781,-0.0003789531920875741,0.47058823529411764,0.9493699556663695,-0.10300348328227404,-0.003640891490219007,0.0,85,-0.15530857899419992,-0.16722653794305675,-0.0019789531920875753,0.3764705882352941,0.7644644010602428,-0.19093042456974307,-0.005143689345327712,0.0,0,False,False,0.9557556575788052
funding_trend,BTCUSDT,short,12,2,0.05,1.0,0.035,0.018,2adf1d1c901a,6,-0.034368106037518165,-0.05102714750526249,-0.008553247161395465,0.16666666666666666,0.2422343634092669,-0.06424134848208063,,0.0,4,-0.00807592147729741,-0.00807041592098312,-0.0018334634079769365,0.5,0.8172651522783977,-0.010511007755992785,,0.0,13,-0.05785955394308251,-0.06257512428117029,-0.004759417551956641,0.38461538461538464,0.5440319816646164,-0.10736902727614184,,0.0,13,-0.07586839224957531,-0.08198665695680485,-0.00635941755195664,0.38461538461538464,0.4432633162330589,-0.1146514331886227,,0.0,0,False,False,0.949235186955903
regime_switch,SOLUSDT,short,30,9,0.003,0.25,0.025,0.03,4103351ab8fa,337,-0.396962693561689,-0.5311407493524976,-0.0018888832098908402,0.4391691394658754,0.8659133261176135,-0.667186198989923,-0.004330079214943885,0.0,333,-0.4564605387336339,-0.45623367019043637,-0.0014608662373648447,0.4624624624624625,0.8971987911636944,-0.5014528740349234,-0.004003222562050864,0.0,277,0.25689569306275994,0.28132449823081984,0.0012448960035117858,0.5126353790613718,1.1008717167720847,-0.23100728638905899,-0.0013795094816114527,0.5,277,-0.16493376510022262,-0.17750986820932968,-0.0003551039964882145,0.5090252707581228,0.9729383201670694,-0.3807818395834268,-0.003043517437741875,0.5,0,False,False,0.9441864509898987
funding_trend,SOLUSDT,long,18,9,0.015,0.35,0.025,0.03,ac6fb81525dc,282,-0.38364821019072415,-0.5155527561972311,-0.002205326905094301,0.44680851063829785,0.8473496174977249,-0.5292853442064787,-0.0048895256231628915,0.0,125,-0.2491077918968504,-0.2489605252690107,-0.0019242420853745497,0.448,0.86607826563776,-0.3978409833367932,-0.005813192252241412,0.0,108,-0.2786930442227713,-0.29826132571141484,-0.0029238170069472496,0.4351851851851852,0.8000214778075005,-0.3153844306850667,-0.007017028831331405,0.0,108,-0.38539806975898483,-0.4100762529939188,-0.0045238170069472495,0.4351851851851852,0.7085987862954702,-0.4074929530704986,-0.00858264137783565,0.0,0,False,False,0.9415297391412099
regime_switch,SOLUSDT,long,6,9,0.05,1.5,0.0,0.045,38578ef810e5,69,0.16996013308728597,0.2650080253896041,0.004229963079106241,0.5362318840579711,1.2769557517926304,-0.22781971381452726,-0.0037151342004567273,0.5,50,-0.28328020869970405,-0.2831167888785393,-0.004961109834364637,0.54,0.807980223942494,-0.47630514681777825,-0.018885804783110288,0.5,31,0.006200965340078524,0.00672476923847487,0.0012544417445108592,0.5483870967741935,1.0701527312174282,-0.2321284338024524,-0.01241588608967586,0.5,31,-0.03886711966576839,-0.0420695216723721,-0.0003455582554891391,0.5483870967741935,0.9814257550338565,-0.24466955686756275,-0.014505319759499327,0.5,0,False,False,0.933878302396999
trend,BTCUSDT,short,12,3,0.015,0.15,0.035,0.03,bc1323acd483,132,-0.1777249114374161,-0.2540163841970171,-0.0020613951871022093,0.4318181818181818,0.7228211370124042,-0.31102635445402305,-0.004579528633704325,0.0,144,-0.28191046666175257,-0.2817476732141211,-0.0020510603877185014,0.4236111111111111,0.8007508244247377,-0.3656209039660592,-0.005024598266373165,0.0,196,0.0969921919279364,0.10557504460477962,0.0007063222229493881,0.4846938775510204,1.0950965588209731,-0.17990585472405274,-0.0016063251599376391,1.0,196,-0.17865839845947296,-0.192155677892338,-0.0008936777770506121,0.44387755102040816,0.8922814117086884,-0.2851902781253387,-0.0032181199752787707,0.0,0,False,False,0.9335697307991047
regime_switch,SOLUSDT,short,48,3,0.015,0.75,0.0,0.018,0c1b82ecf10b,513,-0.35532920144230484,-0.4818401510055641,-0.0009164978190119165,0.6335282651072125,0.9147210071219856,-0.7414008787400784,-0.0028823622427465896,0.5,421,-0.4472018290946329,-0.44697748988692687,-0.001071342210256216,0.6128266033254157,0.8997583347670405,-0.522842730150395,-0.0031640931805426414,0.0,415,-0.023767657415757037,-0.025742659498716236,0.0001710274003664034,0.5783132530120482,1.0197209438979324,-0.34865583860556226,-0.0015641084565505981,0.5,415,-0.4712132968097137,-0.49883143437053734,-0.0014289725996335975,0.5662650602409639,0.8472543463461026,-0.5205754333534389,-0.0032216519209788226,0.0,0,False,False,0.9310876561942072
funding_trend,SOLUSDT,both,18,3,0.006,0.15,0.035,0.06,b8912de0c425,548,-0.44904319132609327,-0.5904598135886082,-0.001094663362534801,0.42700729927007297,0.9228075531560403,-0.6734799240647321,-0.003419221709716678,0.0,339,-0.3782561958190326,-0.37805391567769064,-0.0009516506148410832,0.45722713864306785,0.9252955101935914,-0.6329423164628457,-0.0037707614406185196,0.5,307,-0.6681767915729572,-0.6976065117701666,-0.0035713004884567216,0.4201954397394137,0.6974041652746583,-0.698551428632531,-0.005979970965693845,0.0,307,-0.7895460797752082,-0.8154243665632679,-0.0051713004884567215,0.3811074918566775,0.5951201772814635,-0.812687135720925,-0.007407606642221609,0.0,0,False,False,0.9105184536027398
trend,SOLUSDT,long,48,12,0.015,0.5,0.012,0.06,359d15c66e0a,628,-0.43908523483254547,-0.5793248445605311,-0.0010192235207980938,0.18471337579617833,0.9090437153293666,-0.6622656402403915,-0.002758535279771246,0.0,273,-0.35737565518344905,-0.35718111623305493,-0.0012717300091602162,0.18681318681318682,0.8856411913727218,-0.4842742944513947,-0.0038616673353549214,0.0,191,-0.3445104739737227,-0.36740954737185183,-0.0020950960567908856,0.18848167539267016,0.8086689297396523,-0.4309067405850683,-0.004966713974253669,0.0,191,-0.5060044292323493,-0.5344804310780944,-0.003695096056790886,0.18324607329842932,0.6985090711581632,-0.551272838030675,-0.006588084286534629,0.0,0,False,False,0.9091205962159103
regime_switch,BTCUSDT,short,3,1,0.006,0.25,0.025,0.03,a40eafa0a530,266,-0.46269593008744647,-0.6055640473669164,-0.0034216417532434216,0.33458646616541354,0.4181444452744125,-0.6056761089289445,-0.004602497491296961,0.0,275,-0.2843122865885944,-0.2841483959883485,-0.0010915188476394169,0.4,0.8316934209516116,-0.4290376708029704,-0.002673074508806556,0.0,329,-0.24285140665041016,-0.2603785230020381,-0.0008269217254290757,0.42249240121580545,0.8417712024999402,-0.30656156292618264,-0.0020112827321275726,0.0,329,-0.5344791475295476,-0.5635009452875209,-0.002426921725429076,0.3495440729483283,0.6083745507049237,-0.5604104337370223,-0.003696096310121693,0.0,0,False,False,0.8999800782822993
regime_switch,SOLUSDT,short,6,6,0.03,0.35,0.025,0.06,80003e301c8e,189,-0.37579965979064134,-0.5062849866688311,-0.003224562045542414,0.3544973544973545,0.7957403775194888,-0.5739144975879209,-0.006877144525126016,0.0,173,-0.40777947039015905,-0.4075670677631894,-0.0024662331711582473,0.3583815028901734,0.8499908088962058,-0.5892177762152511,-0.006677276287105013,0.0,134,-0.058548146905727294,-0.06331792957342286,3.60006908197488e-05,0.373134328358209,1.0025630656528288,-0.3328008144258693,-0.004687469628985914,0.5,134,-0.22774536211905394,-0.24436648959936924,-0.0015639993091802519,0.373134328358209,0.8960724230957838,-0.3963427806118984,-0.006133443566605646,0.5,0,False,False,0.8967418401143336
trend,SOLUSDT,long,18,9,0.003,0.25,0.025,0.03,52a1b637f0ac,595,-0.6247523866009186,-0.7695924564061858,-0.0020985212609733804,0.4504201680672269,0.85533134658249,-0.8021133787039708,-0.003983598840418575,0.0,227,-0.3926423264281603,-0.3924349910604056,-0.0018290883205755559,0.45374449339207046,0.8722790955928821,-0.5926157174721693,-0.004796757092952303,0.0,164,-0.2851760666063027,-0.3050968678758402,-0.0018690266294007472,0.4573170731707317,0.8656428449065652,-0.40708550701120494,-0.005185630869398071,0.5,164,-0.4392949440607229,-0.4659514886394517,-0.003469026629400747,0.45121951219512196,0.7653298411187931,-0.508323403076888,-0.006830490049722791,0.0,0,False,False,0.8923686436054432
trend,BTCUSDT,short,48,9,0.015,0.5,0.018,0.045,9d6a0f547285,122,-0.0449427745446731,-0.06654812055876591,-0.00031128001658920385,0.39344262295081966,0.9684746986261776,-0.23707682488666504,-0.0034888878617292205,0.0,126,-0.30403206529563775,-0.30385937691185505,-0.0025654082396768443,0.30158730158730157,0.7926946418706488,-0.39806252912464357,-0.005992885805112306,0.0,175,-0.06911474267549167,-0.07471066977739116,-0.00014923774339972907,0.3657142857142857,0.9858647090941778,-0.2887877061262566,-0.003131732270350483,0.5,175,-0.2812730350581727,-0.30098222794970875,-0.0017492377433997288,0.35428571428571426,0.8489277509718807,-0.37632477420754984,-0.004713181510961162,0.0,0,False,False,0.8871447864963743
trend,SOLUSDT,short,18,6,0.015,0.35,0.018,0.0,dd34cf71e884,197,-0.22875531420030393,-0.3222671680222391,-0.0014856108340161104,0.3299492385786802,0.8825258272656419,-0.41430410842003584,-0.00515249543973111,0.0,190,-0.31789425703512997,-0.3177156123764252,-0.001522181556482828,0.28421052631578947,0.8887895962201263,-0.40705645773345445,-0.005372818876571311,0.5,215,-0.6765469078006167,-0.7058675975072868,-0.005331234206476769,0.27906976744186046,0.6032779806875376,-0.7037613774954843,-0.008265920871014435,0.0,215,-0.7649985223843572,-0.7919720302463694,-0.00693123420647677,0.2744186046511628,0.5252253414352738,-0.7884564911652603,-0.00989093981208848,0.0,0,False,False,0.8806619628744458
regime_switch,BTCUSDT,short,48,12,0.05,0.35,0.012,0.06,0594dbcd3568,106,-0.08351694759273698,-0.12243883859297244,-0.0009917407032808366,0.3018867924528302,0.8912885410368759,-0.17608453929716283,-0.004376572963064217,0.0,120,-0.292723382477833,-0.29255569327950837,-0.0026294932303820772,0.2,0.7494644992565499,-0.34870055405749967,-0.00587122177358024,0.0,133,0.05323930932675669,0.05784877513310538,0.0007394838315324524,0.2631578947368421,1.077118804894259,-0.2923096080546791,-0.002864840181985079,0.5,133,-0.13457977876934102,-0.1450469749428851,-0.0008605161684675475,0.2631578947368421,0.9200845962722803,-0.34293712525639775,-0.004402274927218942,0.0,0,False,False,0.8723825092411981
regime_switch,SOLUSDT,long,3,2,0.05,0.25,0.035,0.0,d66f15282e14,74,-0.23696689962772577,-0.33304512366827477,-0.004868502642243098,0.3918918918918919,0.7136065703737563,-0.3853437367516488,-0.01110926400906422,0.0,31,-0.14687882615981218,-0.14678605744981055,-0.004643775979360063,0.41935483870967744,0.6741061127876595,-0.18245234915641018,-0.013239182125951278,0.0,14,-0.0035310216498535274,-0.003827724769649654,8.440889093911847e-05,0.5,1.0072144358707695,-0.056419828916130066,,0.5,14,-0.02393641172419969,-0.025925249567718467,-0.001515591109060881,0.5,0.878752699512285,-0.05952579469086705,,0.0,0,False,False,0.8524703086754458
trend,BTCUSDT,short,3,6,0.006,1.5,0.012,0.06,c90300608039,118,-0.18391930650033683,-0.2624166370886918,-0.0024261309055165366,0.3050847457627119,0.7006298996677652,-0.31047946320622455,-0.004931393207417527,0.0,137,-0.3148056405859261,-0.3146283064848586,-0.0025397709932684677,0.26277372262773724,0.7318259778291356,-0.41072024946654406,-0.005410331167018572,0.0,183,0.09085601108407304,0.09887179574164295,0.0007324001853444106,0.37158469945355194,1.0935427547581902,-0.18039823553147294,-0.0018662818303773327,0.5,183,-0.16742785391916504,-0.18017287321056785,-0.0008675998146555896,0.366120218579235,0.9018423539181806,-0.26988860398767156,-0.003422483806902728,0.0,0,False,False,0.8478088462257201
regime_switch,BTCUSDT,both,30,12,0.03,1.0,0.018,0.03,db852db1ce85,305,-0.36977965919508526,-0.4991369768211551,-0.0020370506445777405,0.39344262295081966,0.8171176054611973,-0.5643879432324059,-0.0039489447936893775,0.0,257,-0.4568789293436655,-0.45665194903765594,-0.0021312580418862154,0.36964980544747084,0.816854263692253,-0.522895736230738,-0.0043464906007795985,0.0,220,0.0002632973497160851,0.00028546722234490396,0.00023970787186470538,0.42727272727272725,1.0235019614274954,-0.20605402756070912,-0.0021209541751496326,0.5,220,-0.27728494691605,-0.29677597648799403,-0.0013602921281352957,0.41818181818181815,0.8777050008371724,-0.3049346869588899,-0.003841691763972771,0.0,0,False,False,0.8442902893772941
trend,SOLUSDT,long,3,2,0.01,0.25,0.035,0.018,f217984e641e,581,-0.38625033098155903,-0.5186125039815275,-0.001004820979276109,0.6041308089500861,0.9037229410233013,-0.6274634054915357,-0.0026106090885361006,0.0,240,-0.3560174534344658,-0.35582343426569396,-0.001612866624505715,0.5541666666666667,0.8360982454455061,-0.43424987639680346,-0.003796614450268134,0.0,187,-0.399270922252128,-0.4244992978275909,-0.0027607937476502196,0.4919786096256685,0.7184565871444802,-0.44288282098101184,-0.005073438198389563,0.0,187,-0.5446413559582328,-0.5738222657629153,-0.004360793747650219,0.47593582887700536,0.5900314820796627,-0.586133864661335,-0.006720925774859814,0.0,0,False,False,0.8377036655143933
trend,BTCUSDT,both,6,9,0.03,0.5,0.012,0.045,45f116937ec3,168,-0.16955636462651724,-0.24289076059934023,-0.0014275403913060123,0.2619047619047619,0.8539126705158255,-0.40299995763944185,-0.003999727464173884,0.5,139,-0.28456965926871525,-0.2844056514273041,-0.0022106789728945715,0.26618705035971224,0.7715798541893377,-0.38256382653626786,-0.0049389361760559716,0.0,98,-0.15779851175911208,-0.1698876760973007,-0.0016889936083686818,0.2755102040816326,0.818734231852328,-0.1982045639732929,-0.005079068171409271,0.0,98,-0.27151000446581386,-0.2906816613539148,-0.003288993608368682,0.25510204081632654,0.6861314351514701,-0.29439635087161475,-0.0065773516362091135,0.0,0,False,False,0.8339785825180621
trend,BTCUSDT,short,48,6,0.003,0.35,0.018,0.06,6bd6a2db2af8,171,-0.15943704841891526,-0.229032501911826,-0.0013251528943400545,0.4093567251461988,0.8396526615601039,-0.2589303086222634,-0.0037536301369137494,0.0,158,-0.34589824314155726,-0.34570815800116805,-0.002395038137434579,0.37341772151898733,0.7877298478586476,-0.4388784152302675,-0.005557496845695501,0.0,228,-0.2753898835981303,-0.29477656046824807,-0.0012830048436812038,0.3815789473684211,0.8671457717462314,-0.42490677066765226,-0.003758702027541522,0.0,228,-0.4828708625873941,-0.5107991196695023,-0.0028830048436812037,0.35964912280701755,0.729617140074133,-0.5531665070029785,-0.005391399802440812,0.0,0,False,False,0.8315671692244269
funding_trend,BTCUSDT,short,6,2,0.01,0.35,0.0,0.018,0bc74410aa79,118,0.05212689117075531,0.07906924251684977,0.0007397064013005748,0.4745762711864407,1.1524718008950303,-0.14335299042730376,-0.001425904444890099,1.0,133,-0.372273736339078,-0.37207362576819736,-0.003294934148024047,0.44360902255639095,0.653865428950903,-0.44594649450616775,-0.006242735160351245,0.0,169,0.2341374899933344,0.25619002312278427,0.0014558862242268532,0.5207100591715976,1.2804170509082553,-0.1032546730498386,-0.0004126121879645967,0.5,169,-0.03817238222251895,-0.041318781903072255,-0.00014411377577314735,0.5029585798816568,0.9758253084140268,-0.15007111998900247,-0.0020253054079523345,0.5,0,False,False,0.7878328235084279
funding_trend,SOLUSDT,short,30,3,0.003,0.15,0.012,0.018,ff4398504b0d,402,-0.3377041968622757,-0.4604810523884959,-0.001429983217888335,0.39800995024875624,0.817642341682943,-0.4828887077306748,-0.0025498916747795385,0.0,317,-0.44273282900162214,-0.44250974873808047,-0.001736509065144189,0.3943217665615142,0.78542211158981,-0.49824826216200835,-0.0030619418249913546,0.0,256,-0.18525770971576216,-0.19919061377137237,-0.000766073136809793,0.42578125,0.8950827358900412,-0.23385233561171004,-0.0022166174006143843,0.0,256,-0.44197234065111257,-0.46871573317871296,-0.002366073136809794,0.41015625,0.712444800088168,-0.47790427941095137,-0.0038775135450542955,0.0,0,False,False,0.7878263810615093
funding_trend,BTCUSDT,short,12,12,0.015,0.35,0.018,0.045,3edb66f3312e,67,-0.14477512032503492,-0.2088056053641345,-0.0032437496197385233,0.34328358208955223,0.7127650280243796,-0.23565981630418387,-0.007475447979448068,0.0,86,-0.33516543902149154,-0.33497964347722564,-0.0044096492922735785,0.26744186046511625,0.6880242933536493,-0.4058388807496357,-0.008765647566875565,0.0,97,0.037517395611330384,0.040739458796714256,0.0007645971193374945,0.36082474226804123,1.0662630389053558,-0.1689616884028824,-0.0036140711510932646,1.0,97,-0.10095600967881302,-0.10897515967721816,-0.0008354028806625054,0.35051546391752575,0.9335294517248912,-0.21513157310039732,-0.005299994178441853,0.0,0,False,False,0.7870073335692425
regime_switch,SOLUSDT,short,18,12,0.006,0.15,0.012,0.03,075ca00c3541,410,-0.2503639046911501,-0.3505053929491494,-0.0008680877007459719,0.3024390243902439,0.9081676493670141,-0.4618887035718243,-0.002422433403185,0.0,381,-0.49566516496916513,-0.49542880523396093,-0.0016162096457532453,0.28608923884514437,0.8335431120018703,-0.5306554025861558,-0.0031596573714750328,0.0,356,-0.5167402820216764,-0.5454390602689612,-0.0020401027645933693,0.2808988764044944,0.791998140088202,-0.6016148416853159,-0.0037494189421981997,0.0,356,-0.7147097490568077,-0.7432986528568029,-0.003640102764593371,0.2808988764044944,0.667833237753285,-0.7677481824246211,-0.005301586999852786,0.0,0,False,False,0.7837100645393382
trend,BTCUSDT,both,12,3,0.015,0.25,0.025,0.045,8cb1fb6280d6,409,-0.351149278683891,-0.47680061695999565,-0.001393011252809221,0.41075794621026895,0.8257808142715928,-0.5531718356579902,-0.003006053194459937,0.0,320,-0.46729115279772915,-0.4670614626047588,-0.0017830189135802788,0.4,0.7835759339956244,-0.527663780803616,-0.003509340535051921,0.0,303,-0.18407203817539686,-0.19792702769611847,-0.0005721817093614762,0.40264026402640263,0.9174824177453655,-0.337256316922952,-0.0022147318093917985,0.0,303,-0.47865188299364203,-0.5064705008105979,-0.0021721817093614767,0.3795379537953795,0.725518884442794,-0.5169007737657809,-0.0038385555268609533,0.0,0,False,False,0.7793009620331012
trend,SOLUSDT,both,30,3,0.05,0.15,0.035,0.06,2047cba29a1f,575,-0.285357862970106,-0.3953800371292442,-0.0002519108244454866,0.43130434782608695,0.9834395627522509,-0.6281502927389968,-0.002674225618547546,0.0,365,-0.6283213475801693,-0.6280694642396791,-0.002203207154630789,0.42191780821917807,0.8454514950916948,-0.6597840360552159,-0.004823772465913161,0.0,293,-0.15825688663571214,-0.17037749626208487,-0.00022312720897683472,0.5017064846416383,0.9809812380176668,-0.40935031058918103,-0.003057978269853422,0.5,293,-0.4541866847059878,-0.48131204164284547,-0.0018231272089768336,0.4641638225255973,0.8547895947033013,-0.5997367142090857,-0.004600939490451459,0.0,0,False,False,0.7765361308060268
funding_trend,BTCUSDT,long,6,12,0.03,2.0,0.012,0.045,1da7882c69db,17,-0.0273554725996904,-0.040687553943221766,-0.002215669260857118,0.23529411764705882,0.780641695625381,-0.09242845599994698,,0.0,8,-0.02742804258101106,-0.02740952792216811,-0.0032799321121588397,0.25,0.6807016811298494,-0.07941555785655785,,0.5,4,-0.014634442818195037,-0.015856681974988907,-0.003939872869924682,0.5,0.42562971457327026,-0.027249664115745253,,0.0,4,-0.02046205275559021,-0.022165500949639982,-0.005539872869924682,0.5,0.27672848300440595,-0.030403203539745238,,0.0,0,False,False,0.7733950884826614
regime_switch,SOLUSDT,both,18,3,0.05,0.25,0.018,0.03,7be439cacab5,607,-0.47213515467676226,-0.6158959834981901,-0.0013284299933792524,0.3986820428336079,0.8830562960158548,-0.6581774288574421,-0.002847182705672895,0.0,394,-0.5810979452028455,-0.5808483766023885,-0.0019666724452843936,0.3883248730964467,0.8283097287355459,-0.6210614023633778,-0.003708500073737208,0.0,333,-0.39573735833576296,-0.42082822980853496,-0.0014116137603265495,0.40540540540540543,0.8693147177098066,-0.43750777199615654,-0.0032694010946527434,0.0,333,-0.6308258150696093,-0.6605334281437538,-0.00301161376032655,0.3843843843843844,0.7440559916054623,-0.6637154781528263,-0.004889603767183802,0.0,0,False,False,0.7550894355615747
trend,BTCUSDT,short,12,2,0.02,1.5,0.012,0.018,a9f2cc5e7bf4,170,-0.24846590631270804,-0.34804110549053424,-0.0024458642330409466,0.3411764705882353,0.6179153595883178,-0.37601140658894217,-0.003914154513554546,0.0,190,-0.3673725263170038,-0.3671742222858134,-0.0023167715738768575,0.3684210526315789,0.6932167103040893,-0.42442960310281563,-0.0038884174673098027,0.0,270,-0.16803106807623647,-0.180816840240683,-0.0006566666401332157,0.4222222222222222,0.8933711763689154,-0.21742183401264348,-0.001883133072394741,0.0,270,-0.4418130860494509,-0.4685513439397677,-0.002256666640133216,0.3925925925925926,0.6823955821543237,-0.46767589106984686,-0.0035027361300675993,0.0,0,False,False,0.7328732412378163
regime_switch,BTCUSDT,long,3,1,0.015,2.0,0.0,0.0,bb82f274bb12,170,-0.17131552199928968,-0.24529136797242268,-0.0015950205220070807,0.4411764705882353,0.6543271533019666,-0.28568897809977445,-0.003048141304077371,0.0,145,-0.17430622318016276,-0.17419796589384529,-0.001273442820731613,0.4206896551724138,0.7001729071097647,-0.19657925656214958,-0.0025298118141187146,0.0,133,-0.2868104777692554,-0.3068193297666253,-0.0027069354089816013,0.39849624060150374,0.4441792926531485,-0.3138928198704617,-0.004075423420054802,0.0,133,-0.41432619199949516,-0.4401199347588758,-0.0043069354089816025,0.2781954887218045,0.2716838501880404,-0.4399009156179644,-0.00554756700105321,0.0,0,False,False,0.7240646186829703
trend,BTCUSDT,both,6,3,0.003,1.5,0.012,0.03,835e279eed10,659,-0.5595768554110043,-0.707141142989373,-0.0017634352747771503,0.34749620637329287,0.7381452865450824,-0.7534238645225628,-0.0026548466574614505,0.0,496,-0.5531587885485374,-0.5529123342377076,-0.0015093819705771657,0.34274193548387094,0.7921637414963603,-0.6146156342833544,-0.0026149998891678936,0.0,470,-0.45538420264711665,-0.48254573969375636,-0.0012969498235339018,0.3702127659574468,0.8080683032120725,-0.5205854913309917,-0.0023873823955893785,0.0,470,-0.7282526675906891,-0.7564835527772694,-0.0028969498235339023,0.3425531914893617,0.62808219759605,-0.7700357196991084,-0.004020977448994869,0.0,0,False,False,0.7176014230251097
regime_switch,BTCUSDT,long,3,2,0.015,0.75,0.035,0.03,0afd3460a7b1,173,-0.20220319212581184,-0.2870263602989739,-0.0017918785381088877,0.4682080924855491,0.7583536819933371,-0.3068300925863858,-0.004133014592367033,0.0,135,-0.2875035232937716,-0.2873381834695954,-0.0023666218267075134,0.4666666666666667,0.6713621012081893,-0.29114958403683655,-0.004701417860357046,0.0,114,-0.1765065186435122,-0.18986072025985368,-0.001762614038323422,0.4473684210526316,0.684196482280853,-0.21589058222938184,-0.003693681672927399,0.0,114,-0.30434142758564786,-0.3252736843313607,-0.003362614038323422,0.39473684210526316,0.48382352758761776,-0.33054089086185723,-0.005364917373929957,0.0,0,False,False,0.6986594601315167
trend,SOLUSDT,both,18,2,0.015,0.75,0.025,0.06,5f210d2a4d77,862,-0.6082282642710779,-0.7542324150958284,-0.0012183109153486727,0.4013921113689095,0.9024937768425885,-0.8135924622147424,-0.0028544188936379038,0.0,547,-0.6658086830113537,-0.6655578671318487,-0.0016508518915865403,0.42047531992687387,0.8595226790232329,-0.6934208333696099,-0.003533855076816016,0.0,523,-0.8199451058037015,-0.8441458733793138,-0.0033082371317993626,0.4110898661567878,0.6825865586737052,-0.8410303852054437,-0.004873857437141518,0.0,523,-0.917079232591858,-0.9327601419253011,-0.004908237131799363,0.37476099426386233,0.5693396813689537,-0.931193810315053,-0.006495393200419801,0.0,0,False,False,0.6972649771859823
funding_trend,BTCUSDT,both,30,9,0.006,2.0,0.035,0.03,9cc8313ee1c0,44,-0.06314612845258372,-0.0930660737557144,-0.0019071209954616114,0.4318181818181818,0.832856743892884,-0.17329987101693867,-0.008430075905970637,0.5,29,-0.20174813365588484,-0.2016250034856213,-0.007456172663527173,0.3448275862068966,0.47300847394985673,-0.24507417219116912,-0.014661009230755072,0.0,32,0.0712543576745086,0.07748002135595788,0.0026492459517328593,0.5625,1.2753537847008316,-0.07603026370882615,-0.004583444679340125,0.5,32,0.021899773299269176,0.023765234014823555,0.0010492459517328595,0.5625,1.1016588650261658,-0.08936919810397415,-0.006275499839010242,0.5,0,False,False,0.6909728532971222
trend,BTCUSDT,short,18,3,0.003,2.0,0.012,0.018,d0ad3fdb0acf,284,-0.29574853878288765,-0.40849771549354286,-0.0017797977699624194,0.36971830985915494,0.7026196452348193,-0.439526589477791,-0.0029243337010262604,0.0,278,-0.4678392862991143,-0.46760945728401493,-0.0021736217919352354,0.38848920863309355,0.7151772957198183,-0.5107490523728992,-0.0034802885037660955,0.0,366,-0.3648589225490263,-0.3886723143089108,-0.0012608899946406856,0.40437158469945356,0.8086335098905422,-0.4141251395276656,-0.002337402853858993,0.0,366,-0.6303655474103351,-0.6600745431225279,-0.002860889994640686,0.3797814207650273,0.6219537089172498,-0.6596616022829718,-0.00398425663644539,0.0,0,False,False,0.6834160300428966
