candidate,family,cost_profile,split,total_return,cagr,ann_vol,sharpe,max_drawdown,avg_month,median_month,best_month,worst_month,positive_month_pct,month_ge_10_pct,month_le_minus10_pct,funding_return_sum,basis_return_sum,annual_turnover,active_time_pct,months
slowrank_lb30_k1_d14_th0,slow_rank,taker,test,-0.05614059519981529,-0.03588951416162833,0.04067150676240674,-0.878301789344751,-0.05893235812134001,-0.0030286856565156007,-0.003377195133508093,0.008825516822822399,-0.009453884941587054,0.10526315789473684,0.0,0.0,0.07018143,0.003348675249118638,41.117850953206236,1.0,19
slowrank_lb30_k1_d14_th0,slow_rank,taker,full,0.011892815465860629,0.003304688032522707,0.03848646529102204,0.10497941957389698,-0.06418658255356424,0.0003017244801221068,-0.0007947963579764128,0.03620347866640472,-0.009453884941587054,0.3953488372093023,0.0,0.0,0.30463991,0.0058382455425533,41.30100984358574,0.9892644388519002,43
slowrank_lb30_k1_d14_th0,slow_rank,optimistic_limit,train,0.12701506940509288,0.06152645000800683,0.034251362895608976,1.7603641380624517,-0.017242096211854685,0.005026730470101669,0.003757015532828256,0.037451884398713275,-0.005535819768188066,0.7916666666666666,0.0,0.0,0.23445848,0.002489570293434662,41.44559083395087,0.9807900587128769,24
slowrank_lb30_k1_d14_th0,slow_rank,optimistic_limit,test,-0.01847690570240057,-0.011728175712045763,0.03863270776608432,-0.28605674393206887,-0.02921976392948289,-0.0009758735579223734,-0.0014918628314909421,0.008825516822822399,-0.0058701000242441514,0.3684210526315789,0.0,0.0,0.07018143,0.003348675249118638,41.117850953206236,1.0,19
slowrank_lb30_k1_d14_th0,slow_rank,optimistic_limit,full,0.1061913182425247,0.02856396914594872,0.03625089215217836,0.7950395420026094,-0.02921976392947523,0.002374417062370115,0.0006478190002563444,0.037451884398713275,-0.0058701000242441514,0.6046511627906976,0.0,0.0,0.30463991,0.0058382455425533,41.30100984358574,0.9892644388519002,43
slowrank_lb30_k1_d14_th0.5,slow_rank,taker,train,0.09109258881569815,0.04449408146930023,0.03524247107932119,1.252867180668542,-0.021249372554841273,0.003668648891562723,0.0021683805435653847,0.03620347866640472,-0.0038371994354401417,0.7083333333333334,0.0,0.0,0.22759981999999998,0.0028243805693906054,35.45345721940375,0.8658724277489597,24
slowrank_lb30_k1_d14_th0.5,slow_rank,taker,test,-0.0287321562044216,-0.018272668724162666,0.023228078128590682,-0.7823163243145836,-0.031604988259055666,-0.0015295918630361394,-0.0007366747763316583,0.004309185184006914,-0.008150945059935188,0.21052631578947367,0.0,0.0,0.05129281000000001,0.001980960922426722,25.935875216637783,0.6117850953206239,19
slowrank_lb30_k1_d14_th0.5,slow_rank,taker,full,0.05974314612036413,0.016324760047420783,0.0305321880900692,0.5456329644530299,-0.03310589334646563,0.0013717518139492722,0.0,0.03620347866640472,-0.008150945059935188,0.4883720930232558,0.0,0.0,0.27889263,0.004805341491817328,31.254818260010833,0.7537829314134624,43
slowrank_lb30_k1_d14_th0.5,slow_rank,optimistic_limit,train,0.1387375454739519,0.0670255838225895,0.03319276723312155,1.9710983797487727,-0.017242096211854685,0.005457223854871777,0.003757015532828256,0.037451884398713275,-0.0014654156793433293,0.875,0.0,0.0,0.22759981999999998,0.0028243805693906054,35.45345721940375,0.8658724277489597,24
slowrank_lb30_k1_d14_th0.5,slow_rank,optimistic_limit,test,-0.00447420872673121,-0.002832636478269368,0.02128025587076709,-0.12265733966357036,-0.016741753027443296,-0.0002338372848393479,-0.0001359152621690507,0.004913000011747659,-0.005162695480431023,0.3157894736842105,0.0,0.0,0.05129281000000001,0.001980960922426722,25.935875216637783,0.6117850953206239,19
slowrank_lb30_k1_d14_th0.5,slow_rank,optimistic_limit,full,0.1336425960105352,0.035624137014999224,0.028558756026780586,1.239979053065935,-0.017242096211854685,0.002942568932673838,0.0009674179814325168,0.037451884398713275,-0.005162695480431023,0.627906976744186,0.0,0.0,0.27889263,0.004805341491817328,31.254818260010833,0.7537829314134624,43
slowrank_lb30_k1_d14_th1,slow_rank,taker,train,0.08644966063388604,0.04227230713465957,0.02454161447405804,1.699344010874492,-0.012383300770158923,0.0034890582972452087,0.0004931345909938711,0.03620347866640472,-0.0015357329756825466,0.5,0.0,0.0,0.16233037,0.005188419646014908,20.972467650914894,0.4596705238556689,24
slowrank_lb30_k1_d14_th1,slow_rank,taker,test,-0.0014448264221208484,-0.0009142144065122926,0.0029317301825707584,-0.31051013852106496,-0.0020952752501474103,-7.606995688776226e-05,0.0,0.0,-0.0008622545704216611,0.0,0.0,0.0,0.00239511,0.00016581730871056966,1.2651646447140381,0.024263431542461005,19
slowrank_lb30_k1_d14_th1,slow_rank,taker,full,0.08487992945789768,0.022995306532203053,0.018450665950597127,1.2414314954819758,-0.012383300770158923,0.001913769068674826,0.0,0.03620347866640472,-0.0015357329756825466,0.27906976744186046,0.0,0.0,0.16472548,0.0053542369547254776,12.278678602147112,0.2675926220891338,43
slowrank_lb30_k1_d14_th1,slow_rank,optimistic_limit,train,0.11425930842831789,0.055509956731875976,0.0229736051764643,2.363065167492589,-0.011193401504581924,0.004549550583747559,0.0007940322671007305,0.037451884398713275,-0.0009354539186066102,0.5,0.0,0.0,0.16233037,0.005188419646014908,20.972467650914894,0.4596705238556689,24
slowrank_lb30_k1_d14_th1,slow_rank,optimistic_limit,test,-0.0002437976949221099,-0.00015422902007455885,0.002452280878871826,-0.06167040634333263,-0.001495332268473759,-1.2831212890587898e-05,0.0,1.777724850593465e-05,-0.0002615702934271047,0.05263157894736842,0.0,0.0,0.00239511,0.00016581730871056966,1.2651646447140381,0.024263431542461005,19
slowrank_lb30_k1_d14_th1,slow_rank,optimistic_limit,full,0.1139876545773788,0.030581825654033334,0.017253540130708466,1.7545642665586323,-0.011193401504581924,0.0025336144410469824,0.0,0.037451884398713275,-0.0009354539186066102,0.3023255813953488,0.0,0.0,0.16472548,0.0053542369547254776,12.278678602147112,0.2675926220891338,43
slowrank_lb30_k1_d30_th0,slow_rank,taker,train,0.138812666775447,0.06706073236883148,0.04016723335261961,1.6360360838272696,-0.02396623527564168,0.005460145170486115,0.00492443730142289,0.03332186746603716,-0.00297745423930329,0.75,0.0,0.0,0.22003605999999998,-0.002433434198346962,21.47181211879382,0.9589009861483213,24
slowrank_lb30_k1_d30_th0,slow_rank,taker,test,0.013406664074297137,0.008460057731355608,0.03864561572186904,0.2373198623896178,-0.00888648292243821,0.0007031608149003294,0.0008569248752423597,0.003664833470625073,-0.002678187786729569,0.5789473684210527,0.0,0.0,0.07081783000000001,0.0016804761981612515,18.344887348353552,1.0,19
slowrank_lb30_k1_d30_th0,slow_rank,taker,full,0.15408034564245643,0.04080086692517204,0.03950371940727602,1.0320814058296306,-0.02396623527564168,0.003358221850576117,0.0021922554864681754,0.03332186746603716,-0.00297745423930329,0.6744186046511628,0.0,0.0,0.29085389,-0.0007529580001857106,20.09238316714982,0.9770316332706827,43
slowrank_lb30_k1_d30_th0,slow_rank,optimistic_limit,train,0.16867841956786278,0.0809438526415589,0.03906724336953682,2.0118678372111622,-0.022789087503563565,0.006544844541823469,0.005705963417249715,0.03456661449340204,-0.0012511928382547,0.8333333333333334,0.0,0.0,0.22003605999999998,-0.002433434198346962,21.47181211879382,0.9589009861483213,24
