mode,threshold_mult,params,annual_turnover,active_pct,cagr,total_return,sharpe,max_drawdown,avg_month,worst_month,positive_month_pct,month_ge_10_pct,positive_year_pct,stress_cagr,stress_total_return,stress_sharpe,stress_max_drawdown,stress_avg_month,stress_worst_month,stress_positive_month_pct,stress_month_ge_10_pct,stress_positive_year_pct,passes_8pct
long_only,3.0,"{'max_depth': 2, 'learning_rate': 0.05, 'n_estimators': 300}",44.31429190438362,0.007654534950895436,-0.07615538200878214,-0.11762080044293988,-1.1780926946227122,-0.14035290891467578,-0.006446358380179496,-0.053139072819348376,0.15789473684210525,0.0,0.0,-0.09240674577275598,-0.14201609296227158,-1.441454504871782,-0.15824855304477448,-0.007902552282266042,-0.05389760093587992,0.10526315789473684,0.0,0.0,False
