annual_funding_drag,cagr,sharpe,max_drawdown,avg_month,median_month,worst_month,best_month,positive_month_pct,month_ge_10_pct,months
0.0,0.3643990452519166,1.6416116597384747,-0.13789381202145778,0.027349809665750405,0.03465344333998999,-0.08954789261385032,0.20382351834362167,0.5909090909090909,0.09090909090909091,44
0.1,0.23467711215571674,1.1458948075626647,-0.1527255397428271,0.01905855012435034,0.030153911729303484,-0.09749764874936295,0.19391729733316487,0.5681818181818182,0.06818181818181818,44
0.2,0.11724437684687516,0.6501779553868542,-0.1972001986428813,0.010832318788711638,0.02179775986792698,-0.10538111977737052,0.1840887417033823,0.5681818181818182,0.06818181818181818,44
