candidate,family,split,cagr,sharpe,max_drawdown,avg_month,median_month,worst_month,best_month,positive_month_pct,month_ge_10_pct,months
risk_managed_momentum_252-3-5-20-150,risk_managed_momentum,full,0.2517342489109269,1.2023441685774818,-0.25057207375203716,0.020528091481619264,0.002376810417747399,-0.18707554852502817,0.1928572126683834,0.5131578947368421,0.09868421052631579,152
risk_managed_momentum_252-3-5-35-200,risk_managed_momentum,train,0.3427743480376024,1.0868917026511795,-0.3296379904071822,0.029004930892863514,0.000164663675593979,-0.2812542070454974,0.3165757696896818,0.5,0.19444444444444445,108
risk_managed_momentum_252-3-5-35-200,risk_managed_momentum,test,0.605615393267416,1.4260447745246247,-0.3338360736608863,0.04602799017558084,0.017747581022702796,-0.13416241000735973,0.35285219145250646,0.5681818181818182,0.29545454545454547,44
risk_managed_momentum_252-3-5-35-200,risk_managed_momentum,full,0.4127761597829829,1.1921861258858069,-0.39970625950994887,0.0339326585799659,0.0025753551672883512,-0.2812542070454974,0.35285219145250646,0.5197368421052632,0.2236842105263158,152
lowvol_momentum_252-3-5,lowvol_momentum,train,0.1049101890193973,0.6739579087302788,-0.24415532387922423,0.009373863547430264,0.0,-0.13473227410161925,0.19315572039380924,0.46296296296296297,0.027777777777777776,108
lowvol_momentum_252-3-5,lowvol_momentum,test,0.3278204835396561,1.4870735658813323,-0.1468696643766234,0.025166805982307337,0.024481196167174035,-0.10491027149268484,0.19614528142503462,0.5681818181818182,0.09090909090909091,44
lowvol_momentum_252-3-5,lowvol_momentum,full,0.16416697488830323,0.9337744349404278,-0.2994619497648723,0.013945504778578888,0.0,-0.13473227410161925,0.19614528142503462,0.4934210526315789,0.046052631578947366,152
risk_managed_momentum_252-3-21-20-150,risk_managed_momentum,train,0.15598319674852412,0.8301098263948589,-0.3303297108285972,0.013829598853181437,0.0,-0.18542392975053323,0.1984192687076034,0.4444444444444444,0.06481481481481481,108
risk_managed_momentum_252-3-21-20-150,risk_managed_momentum,test,0.3140993136334478,1.3377000730777673,-0.20325402604712994,0.024434622814591356,0.013155120914774665,-0.0797590756022235,0.18626397944156659,0.5227272727272727,0.13636363636363635,44
risk_managed_momentum_252-3-21-20-150,risk_managed_momentum,full,0.19888837255863479,0.9852248762204592,-0.34523833637591783,0.016899474210431673,0.0,-0.18542392975053323,0.1984192687076034,0.46710526315789475,0.08552631578947369,152
risk_managed_momentum_252-3-21-35-200,risk_managed_momentum,train,0.2546657247381554,0.8633244807859785,-0.4877480233064383,0.023618351017551522,0.0,-0.27372378267978514,0.36791739740180684,0.4444444444444444,0.18518518518518517,108
risk_managed_momentum_252-3-21-35-200,risk_managed_momentum,test,0.54099256438964,1.3228070520257649,-0.3401215193006153,0.04168414922897968,0.02079780520978247,-0.1343448247089244,0.3445765567101404,0.5227272727272727,0.2727272727272727,44
