name,signal,side,tp,sl,hold,split,trades,total_return,avg_trade,win_rate,avg_win,median_win,avg_loss,profit_factor,max_drawdown,target_hit_rate,winner_ge_2_pct,bootstrap_mean_5pct,positive_year_pct,stress_trades,stress_total_return,stress_avg_trade,stress_win_rate,stress_avg_win,stress_median_win,stress_avg_loss,stress_profit_factor,stress_max_drawdown,stress_target_hit_rate,stress_winner_ge_2_pct,stress_bootstrap_mean_5pct,stress_positive_year_pct
pullback_rsi35_L_tp0.022_sl0.012_h6,pullback_rsi35,1,0.022,0.012,6,train,254,-0.04668116848196091,-5.750236592278181e-05,0.41338582677165353,0.018841925042334073,0.02030000000000002,-0.013375890807982982,0.992671578377906,-0.25467112483522414,0.37401574803149606,0.8761904761904762,-0.0017315054266635057,0.5,254,-0.22209585610745697,-0.0008575023659227814,0.41338582677165353,0.018041925042334074,0.01950000000000002,-0.014175890807982981,0.8968824903863855,-0.32894664970097365,0.37401574803149606,0.009523809523809525,-0.002531505426663505,0.0
pullback_rsi35_L_tp0.022_sl0.012_h6,pullback_rsi35,1,0.022,0.012,6,test,91,-0.07232588665198869,-0.0007028308536500621,0.3956043956043956,0.01799869614826574,0.020336640000000017,-0.012943830345813137,0.9101606276385443,-0.14329425418266428,0.32967032967032966,0.8333333333333334,-0.003444868106047563,0.0,91,-0.13754551223489864,-0.0015028308536500612,0.38461538461538464,0.017702587314678064,0.01955305000000002,-0.013506217208855139,0.8191869640908616,-0.19781701201186375,0.32967032967032966,0.0,-0.004244868106047563,0.0
pullback_rsi35_L_tp0.022_sl0.012_h12,pullback_rsi35,1,0.022,0.012,12,train,251,-0.1092922541144431,-0.0003256781061430643,0.398406374501992,0.01979323652115319,0.02030000000000002,-0.013649462627531314,0.9603384407202566,-0.27874186848868987,0.38645418326693226,0.94,-0.0020748264003824933,0.5,251,-0.27147917881550643,-0.0011256781061430641,0.3944223107569721,0.019188265236892627,0.01950000000000002,-0.014356470151936043,0.8705217918564614,-0.371546813760149,0.38645418326693226,0.010101010101010102,-0.002874826400382493,0.0
pullback_rsi35_L_tp0.022_sl0.012_h12,pullback_rsi35,1,0.022,0.012,12,test,88,-0.03763650411379682,-0.0003035608088153195,0.3977272727272727,0.019625686990187637,0.02035305000000002,-0.013464384827024823,0.9625660213699182,-0.12006613475954742,0.36363636363636365,0.9142857142857143,-0.0032820905080893177,0.5,88,-0.10311823253993813,-0.0011035608088153187,0.3977272727272727,0.01882568699018764,0.01955305000000002,-0.01426438482702482,0.871545292496384,-0.16621463148770055,0.36363636363636365,0.0,-0.004082090508089318,0.0
pullback_rsi35_L_tp0.022_sl0.012_h24,pullback_rsi35,1,0.022,0.012,24,train,247,-0.08059497148642247,-0.00020221728744939424,0.3967611336032389,0.02032074071428573,0.02030000000000002,-0.013700538657718139,0.9755324027675271,-0.27192903755657805,0.3967611336032389,0.9693877551020408,-0.0019868746862348238,0.5,247,-0.2455770184578523,-0.001002217287449394,0.3967611336032389,0.019520740714285736,0.01950000000000002,-0.014500538657718137,0.8854253764217951,-0.34920250357173654,0.3967611336032389,0.01020408163265306,-0.0027868746862348233,0.0
pullback_rsi35_L_tp0.022_sl0.012_h24,pullback_rsi35,1,0.022,0.012,24,test,87,-0.03612912714320149,-0.00028900622023480616,0.40229885057471265,0.019532549395416345,0.02035305000000002,-0.013630437884615392,0.9645257443822622,-0.12140124004441055,0.3793103448275862,0.9428571428571428,-0.0032263664501693905,0.5,87,-0.10099309308251658,-0.001089006220234805,0.40229885057471265,0.018732549395416354,0.01955305000000002,-0.01443043788461539,0.8737397166509728,-0.16587278702345165,0.3793103448275862,0.0,-0.004026366450169391,0.0
pullback_rsi35_L_tp0.022_sl0.018_h6,pullback_rsi35,1,0.022,0.018,6,train,234,0.0057704443856845256,0.0002116346990102946,0.5,0.019125709598251786,0.02030000000000002,-0.018702440200231187,1.0226317739016413,-0.19975783824633586,0.46153846153846156,0.8888888888888888,-0.0018324008388600705,0.5,234,-0.1660247227366327,-0.0005883653009897044,0.5,0.018325709598251787,0.01950000000000002,-0.019502440200231203,0.9396623914803509,-0.3114622105474796,0.46153846153846156,0.008547008547008548,-0.002632400838860069,0.0
pullback_rsi35_L_tp0.022_sl0.018_h6,pullback_rsi35,1,0.022,0.018,6,test,83,-0.08695016790134635,-0.0009309785130045292,0.46987951807228917,0.017486877274308817,0.02030000000000002,-0.01725589614266864,0.8982281766969391,-0.14773723757483137,0.3614457831325301,0.7692307692307693,-0.00425652831812991,0.0,83,-0.14570200230511832,-0.001730978513004528,0.46987951807228917,0.01668687727430882,0.01950000000000002,-0.018055896142668632,0.8191585232625325,-0.1968563631455693,0.3614457831325301,0.0,-0.005056528318129911,0.0
pullback_rsi35_L_tp0.022_sl0.018_h12,pullback_rsi35,1,0.022,0.018,12,train,230,0.015936302671712532,0.0002654843032417796,0.5,0.019988487816290267,0.02030000000000002,-0.019457519209806696,1.027288607594742,-0.20585416758694064,0.49130434782608695,0.9304347826086956,-0.0018769229061566086,0.5,230,-0.15488839099842933,-0.0005345156967582192,0.4956521739130435,0.019359567589565183,0.01950000000000002,-0.020085597547110538,0.9472350472443989,-0.30226795090132585,0.49130434782608695,0.008771929824561403,-0.0026769229061566076,0.0
pullback_rsi35_L_tp0.022_sl0.018_h12,pullback_rsi35,1,0.022,0.018,12,test,76,0.04544715554181855,0.000768715762143688,0.5131578947368421,0.019051288596842946,0.02030000000000002,-0.018502104252809588,1.0853407648163436,-0.0997524176915624,0.4473684210526316,0.8717948717948718,-0.002783545937996603,1.0,76,-0.016222228367847147,-3.128423785631038e-05,0.5,0.018742306440365685,0.01950522000000002,-0.018804874916078303,0.9966727523585323,-0.11626853131917414,0.4473684210526316,0.0,-0.003583545937996601,0.0
pullback_rsi35_L_tp0.022_sl0.018_h24,pullback_rsi35,1,0.022,0.018,24,train,227,0.0431716721127855,0.00038634735682819264,0.5022026431718062,0.020305651403508793,0.02030000000000002,-0.01970923371681418,1.0393781781659044,-0.1934518248862772,0.5022026431718062,0.9385964912280702,-0.0017398306277533113,0.5,227,-0.13012823884062286,-0.00041365264317180637,0.5022026431718062,0.01950565140350879,0.01950000000000002,-0.02050923371681418,0.9594833263554706,-0.2818257376870602,0.5022026431718062,0.008771929824561403,-0.00253983062775331,0.0
pullback_rsi35_L_tp0.022_sl0.018_h24,pullback_rsi35,1,0.022,0.018,24,test,72,0.06374887591433498,0.0010530399838829434,0.5277777777777778,0.019570914706304527,0.02030000000000002,-0.01964340823529413,1.1135224090433862,-0.09385314129610645,0.5,0.9473684210526315,-0.002824652061134535,1.0,72,0.004223438492655385,0.0002530399838829443,0.5277777777777778,0.01877091470630454,0.01950000000000002,-0.020443408235294124,1.0262113524059737,-0.10762591029074198,0.5,0.0,-0.0036246520611345335,0.5
pullback_rsi35_L_tp0.030_sl0.012_h6,pullback_rsi35,1,0.03,0.012,6,train,248,0.15799114130072844,0.0007702640148314223,0.3790322580645161,0.02396127549008146,0.028300000000000027,-0.013385288444087429,1.0926707834442997,-0.20656025623243235,0.3024193548387097,0.7978723404255319,-0.0012151977394727253,0.5,248,-0.050396187982549634,-2.973598516857725e-05,0.3790322580645161,0.023161275490081453,0.027500000000000028,-0.014185288444087427,0.99662421234796,-0.24002302843890722,0.3024193548387097,0.7978723404255319,-0.002015197739472725,0.5
pullback_rsi35_L_tp0.030_sl0.012_h6,pullback_rsi35,1,0.03,0.012,6,test,89,-0.020154728782973974,-6.902559335937048e-05,0.3595505617977528,0.022356458432829365,0.028300000000000027,-0.01265877101157059,0.9914859978454565,-0.14529789936345539,0.25842696629213485,0.71875,-0.0032724837206177105,0.5,89,-0.0875451687251928,-0.0008690255933593699,0.34831460674157305,0.022265940791184033,0.027500000000000028,-0.013234266247167049,0.899238479496699,-0.162335925191058,0.25842696629213485,0.7419354838709677,-0.004072483720617711,0.5
pullback_rsi35_L_tp0.030_sl0.012_h12,pullback_rsi35,1,0.03,0.012,12,train,245,0.11812983946202649,0.0006483242715874066,0.3510204081632653,0.02709093282902492,0.028300000000000027,-0.01365396714941653,1.073164833258529,-0.24579608393164365,0.3346938775510204,0.9534883720930233,-0.0013677938286286043,0.5,245,-0.08090793520147743,-0.00015167572841259339,0.3469387755102041,0.026603939172155217,0.027500000000000028,-0.01436559614433924,0.9838326612555303,-0.2781429496309862,0.3346938775510204,0.9647058823529412,-0.0021677938286286044,0.5
pullback_rsi35_L_tp0.030_sl0.012_h12,pullback_rsi35,1,0.03,0.012,12,test,84,-0.040375812007284906,-0.00031660984895642575,0.3333333333333333,0.025634502114629663,0.028300000000000027,-0.013292165830749469,0.9642710767017371,-0.1360272468611754,0.27380952380952384,0.8214285714285714,-0.0036546935646667375,0.5,84,-0.1028076889861732,-0.0011166098489564253,0.3333333333333333,0.024834502114629668,0.027500000000000028,-0.014092165830749471,0.8811456809726202,-0.17117539545781635,0.27380952380952384,0.8214285714285714,-0.004454693564666736,0.5
pullback_rsi35_L_tp0.030_sl0.012_h24,pullback_rsi35,1,0.03,0.012,24,train,240,0.14076747744635765,0.000745111830366354,0.3458333333333333,0.028073723123950935,0.028300000000000027,-0.013702497961783454,1.0831253146134363,-0.23867205503820987,0.3416666666666667,0.9879518072289156,-0.0012928267438725646,0.5,240,-0.05852504206986586,-5.488816963364583e-05,0.3458333333333333,0.027273723123950926,0.027500000000000028,-0.014502497961783451,0.9942144117197175,-0.27015163664166697,0.3416666666666667,0.9879518072289156,-0.002092826743872564,0.5
pullback_rsi35_L_tp0.030_sl0.012_h24,pullback_rsi35,1,0.03,0.012,24,test,81,0.020908338842633656,0.0004424792701337693,0.345679012345679,0.026719280672841867,0.028300000000000027,-0.01343960448978749,1.0503170985370776,-0.12493658300267063,0.32098765432098764,0.9285714285714286,-0.003082115020445925,0.5,81,-0.04316912745309176,-0.00035752072986623,0.345679012345679,0.025919280672841872,0.027500000000000028,-0.014239604489787488,0.9616281753883091,-0.1389255478903758,0.32098765432098764,0.9285714285714286,-0.003882115020445925,0.5
pullback_rsi35_L_tp0.030_sl0.018_h6,pullback_rsi35,1,0.03,0.018,6,train,226,-0.08083565315972796,-0.0001254327868051232,0.42920353982300885,0.024586890932310305,0.028300000000000027,-0.01870756767637254,0.9882533920225961,-0.25848251955601353,0.35398230088495575,0.8247422680412371,-0.002567788177498001,0.5,226,-0.23300484585776005,-0.0009254327868051218,0.42920353982300885,0.023786890932310303,0.027500000000000028,-0.019507567676372534,0.9168886209598696,-0.3596812627053041,0.35398230088495575,0.8247422680412371,-0.0033677881774980003,0.0
pullback_rsi35_L_tp0.030_sl0.018_h6,pullback_rsi35,1,0.03,0.018,6,test,82,-0.02692595675862053,-0.00012144795626275928,0.4268292682926829,0.022135386940656487,0.028282960000000027,-0.016695686709287734,0.9873088224891878,-0.14296668879729146,0.2926829268292683,0.6857142857142857,-0.0038945964711067107,0.5,82,-0.08876734844626943,-0.000921447956262758,0.4268292682926829,0.021335386940656495,0.02748296000000003,-0.017495686709287733,0.908112631915722,-0.16072236782032678,0.2926829268292683,0.6857142857142857,-0.004694596471106709,0.5
pullback_rsi35_L_tp0.030_sl0.018_h12,pullback_rsi35,1,0.03,0.018,12,train,221,-0.06834291233574463,-5.068364394771914e-05,0.416289592760181,0.027199182541470933,0.028300000000000027,-0.019484696737424586,0.9955436761540992,-0.24247228797494247,0.39819004524886875,0.9565217391304348,-0.002656328340409459,0.5,221,-0.21945696618882826,-0.0008506836439477174,0.4072398190045249,0.026992009043306814,0.027500000000000028,-0.01997925113900808,0.9281693403491663,-0.3447991411221889,0.39819004524886875,0.9777777777777777,-0.0034563283404094583,0.0
pullback_rsi35_L_tp0.030_sl0.018_h12,pullback_rsi35,1,0.03,0.018,12,test,74,0.057142965855518035,0.000995785302797351,0.44594594594594594,0.024867517589412542,0.028282960000000027,-0.018218048001063657,1.0986533263175196,-0.1496728984118102,0.35135135135135137,0.7878787878787878,-0.0032797011257842523,0.5,74,-0.003617128496264388,0.0001957853027973521,0.44594594594594594,0.024067517589412547,0.02748296000000003,-0.01901804800106366,1.018580697412953,-0.16328669793914052,0.35135135135135137,0.7878787878787878,-0.004079701125784251,0.5
pullback_rsi35_L_tp0.030_sl0.018_h24,pullback_rsi35,1,0.03,0.018,24,train,218,-0.060293954262207294,-9.506287109651205e-06,0.41284403669724773,0.028008691215667767,0.028300000000000027,-0.019709801406250022,0.9991785612193693,-0.24473076329241517,0.40825688073394495,0.9888888888888889,-0.0026737237848160765,0.5,218,-0.2108159235440472,-0.0008095062871096496,0.41284403669724773,0.02720869121566777,0.027500000000000028,-0.020509801406250024,0.9327789495409988,-0.3375457056071527,0.40825688073394495,0.9888888888888889,-0.003473723784816075,0.5
pullback_rsi35_L_tp0.030_sl0.018_h24,pullback_rsi35,1,0.03,0.018,24,test,70,0.15703604559212225,0.00235456616036661,0.4714285714285714,0.02651393421770909,0.028290490000000026,-0.019192978323209115,1.2320944958466349,-0.13374874796651126,0.42857142857142855,0.9090909090909091,-0.0020800649563862943,0.5,70,0.09410959982755385,0.0015545661603666111,0.4714285714285714,0.025713934217709088,0.027490490000000027,-0.019992978323209114,1.1471052019694792,-0.14623926507320872,0.42857142857142855,0.9090909090909091,-0.0028800649563862947,0.5
squeeze6_r0.15_L_tp0.022_sl0.012_h6,squeeze6_r0.15,1,0.022,0.012,6,train,178,-0.12612467662092186,-0.0006288324608354059,0.398876404494382,0.0187267385688103,0.02030000000000002,-0.013472248751534893,0.9223518552057325,-0.26006684480903564,0.3539325842696629,0.8169014084507042,-0.0025379529638708785,0.5,178,-0.24224924650748014,-0.0014288324608354057,0.398876404494382,0.017926738568810306,0.01950000000000002,-0.014272248751534895,0.8334574820941744,-0.3011127371012753,0.3539325842696629,0.0,-0.0033379529638708776,0.5
squeeze6_r0.15_L_tp0.022_sl0.012_h6,squeeze6_r0.15,1,0.022,0.012,6,test,106,-0.08229070408599604,-0.0006884142060433411,0.39622641509433965,0.017917189521161732,0.02030000000000002,-0.012898341652021673,0.9116021222324674,-0.18824381467083717,0.32075471698113206,0.8095238095238095,-0.003121545197857118,0.5,106,-0.15699939799901708,-0.0014884142060433408,0.39622641509433965,0.017117189521161733,0.01950000000000002,-0.013698341652021672,0.8200376300006024,-0.21080082742791661,0.32075471698113206,0.0,-0.003921545197857117,0.5
squeeze6_r0.15_L_tp0.022_sl0.012_h12,squeeze6_r0.15,1,0.022,0.012,12,train,172,-0.162600696096604,-0.0008967307465127722,0.37790697674418605,0.02017985525538161,0.02030000000000002,-0.013700264299065432,0.8947849696983836,-0.24636665130752344,0.37209302325581395,0.9076923076923077,-0.002870871589885898,0.5,172,-0.2704080999997903,-0.0016967307465127711,0.37790697674418605,0.01937985525538161,0.01950000000000002,-0.014500264299065438,0.8119030815215326,-0.30844465175553226,0.37209302325581395,0.0,-0.0036708715898858975,0.0
squeeze6_r0.15_L_tp0.022_sl0.012_h12,squeeze6_r0.15,1,0.022,0.012,12,test,100,-0.06416148035726332,-0.0005307925073673312,0.4,0.019169372231581668,0.02030000000000002,-0.013664235666666667,0.9352576901828742,-0.17844547255301324,0.37,0.9,-0.003292796694706156,0.5,100,-0.13619481269340283,-0.001330792507367331,0.4,0.018369372231581672,0.01950000000000002,-0.014464235666666665,0.8466571228931015,-0.20062752649792948,0.37,0.0,-0.004092796694706156,0.5
squeeze6_r0.15_L_tp0.022_sl0.012_h24,squeeze6_r0.15,1,0.022,0.012,24,train,172,-0.15872200342486353,-0.0008693787790697696,0.37790697674418605,0.020254894153846174,0.02030000000000002,-0.013701881028037396,0.8980062611909476,-0.24636665130752367,0.37790697674418605,0.9076923076923077,-0.0028467629738372184,0.5,172,-0.2670260893857169,-0.0016693787790697688,0.37790697674418605,0.019454894153846176,0.01950000000000002,-0.014501881028037398,0.8149559096513468,-0.3052389589182334,0.37790697674418605,0.0,-0.0036467629738372183,0.0
squeeze6_r0.15_L_tp0.022_sl0.012_h24,squeeze6_r0.15,1,0.022,0.012,24,test,98,-0.03551295870075988,-0.00023251226721810624,0.3979591836734694,0.020087443277246805,0.02034055000000002,-0.013664347288135592,0.9717361679565555,-0.15345933466831596,0.3877551020408163,0.9487179487179487,-0.0030030771702793326,0.5,98,-0.10830388476099773,-0.0010325122672181063,0.3979591836734694,0.01928744327724681,0.01954055000000002,-0.01446434728813559,0.8814311947927342,-0.1749768376735461,0.3877551020408163,0.05128205128205128,-0.003803077170279333,0.5
squeeze6_r0.15_L_tp0.022_sl0.018_h6,squeeze6_r0.15,1,0.022,0.018,6,train,166,-0.13182576581340077,-0.0006729746641105868,0.4759036144578313,0.018613912670747582,0.02030000000000002,-0.018186355117602488,0.9293939554031899,-0.2746940245272964,0.41566265060240964,0.810126582278481,-0.003074544006559416,0.0,166,-0.23993623874861836,-0.0014729746641105855,0.4759036144578313,0.017813912670747587,0.01950000000000002,-0.018986355117602483,0.8519724631353597,-0.2966046330999589,0.41566265060240964,0.0,-0.003874544006559415,0.0
squeeze6_r0.15_L_tp0.022_sl0.018_h6,squeeze6_r0.15,1,0.022,0.018,6,test,101,-0.09253805136143123,-0.0008006275604404018,0.4752475247524752,0.016916670726451675,0.02030000000000002,-0.01684648261272002,0.9094336631552714,-0.1945132523958475,0.3564356435643564,0.75,-0.003579684065164919,0.5,101,-0.1630799623976893,-0.0016006275604404012,0.4752475247524752,0.016116670726451676,0.01950000000000002,-0.017646482612720022,0.8271467131562774,-0.2336450099109072,0.3564356435643564,0.0,-0.004379684065164918,0.5
squeeze6_r0.15_L_tp0.022_sl0.018_h12,squeeze6_r0.15,1,0.022,0.018,12,train,158,-0.1031120733325166,-0.0004938737069805456,0.4810126582278481,0.019948099285401637,0.02030000000000002,-0.019440092577968915,0.9510490853048321,-0.19636623052126934,0.4620253164556962,0.868421052631579,-0.0029857084806531858,0.0,158,-0.20973485774117806,-0.0012938737069805443,0.4810126582278481,0.01914809928540164,0.01950000000000002,-0.020240092577968907,0.8768249839529816,-0.23220759005525216,0.4620253164556962,0.0,-0.0037857084806531835,0.0
squeeze6_r0.15_L_tp0.022_sl0.018_h12,squeeze6_r0.15,1,0.022,0.018,12,test,90,-0.17064270318952512,-0.0019015904674972162,0.4444444444444444,0.01833037278460293,0.02030000000000002,-0.018087161069177335,0.8107573196034642,-0.21375392425206274,0.3888888888888889,0.875,-0.005169155502355102,0.5,90,-0.22840512723144546,-0.0027015904674972152,0.43333333333333335,0.017985602044354756,0.01950000000000002,-0.01852120827067813,0.7425917078396738,-0.25763946333196164,0.3888888888888889,0.0,-0.0059691555023551005,0.0
squeeze6_r0.15_L_tp0.022_sl0.018_h24,squeeze6_r0.15,1,0.022,0.018,24,train,154,-0.08955611689158083,-0.0004113709842014303,0.4805194805194805,0.020203540945945963,0.02030000000000002,-0.019480164519587773,0.9593489498617174,-0.19559072940080435,0.4805194805194805,0.8918918918918919,-0.003096221917229637,0.0,154,-0.1952083579022389,-0.0012113709842014287,0.4805194805194805,0.019403540945945968,0.01950000000000002,-0.020280164519587772,0.8850162609708873,-0.23637475671812058,0.4805194805194805,0.0,-0.003896221917229635,0.0
squeeze6_r0.15_L_tp0.022_sl0.018_h24,squeeze6_r0.15,1,0.022,0.018,24,test,84,-0.13674975023428237,-0.0015565628954914443,0.4642857142857143,0.01936073401996716,0.02030000000000002,-0.019684886888888906,0.8523951858100803,-0.1910247899678249,0.42857142857142855,0.8974358974358975,-0.0050412447689957545,0.5,84,-0.19298123481759522,-0.002356562895491443,0.4642857142857143,0.01856073401996717,0.01950000000000002,-0.020484886888888904,0.7852603517521324,-0.2259993786068809,0.42857142857142855,0.05128205128205128,-0.005841244768995754,0.5
squeeze6_r0.15_L_tp0.030_sl0.012_h6,squeeze6_r0.15,1,0.03,0.012,6,train,169,-0.04325743966632134,-9.080644367967484e-05,0.3609467455621302,0.02360849487594046,0.028200000000000027,-0.013476522929761415,0.9894560882587304,-0.26688386712178813,0.27218934911242604,0.7704918032786885,-0.002441173334788869,0.5,169,-0.16433994620865855,-0.0008908064436796746,0.3609467455621302,0.022808494875940465,0.02740000000000003,-0.014276522929761419,0.9023608810730396,-0.3070032139664136,0.27218934911242604,0.7704918032786885,-0.0032411733347888685,0.5
squeeze6_r0.15_L_tp0.030_sl0.012_h6,squeeze6_r0.15,1,0.03,0.012,6,test,101,-0.016341322043955886,-4.4556206913671345e-06,0.36633663366336633,0.022110425920431886,0.028240100000000025,-0.012789621511653249,0.9994502162243694,-0.1645372273284338,0.24752475247524752,0.6756756756756757,-0.002894367305291445,0.5,101,-0.0927475897506076,-0.0008044556206913665,0.36633663366336633,0.021310425920431895,0.027440100000000026,-0.01358962151165325,0.9065808032022875,-0.19033142777977052,0.24752475247524752,0.6756756756756757,-0.0036943673052914454,0.5
squeeze6_r0.15_L_tp0.030_sl0.012_h12,squeeze6_r0.15,1,0.03,0.012,12,train,161,-0.02724825636435757,1.3617415725548894e-05,0.32919254658385094,0.02729388734829804,0.028300000000000027,-0.013373922458592431,1.0015178820176753,-0.2195215739164157,0.3105590062111801,0.9433962264150944,-0.002510429798427101,0.5,161,-0.1448887632047261,-0.0007863825842744506,0.32919254658385094,0.026493887348298047,0.027500000000000028,-0.014173922458592435,0.9172922979075385,-0.2592378878921552,0.3105590062111801,0.9433962264150944,-0.0033104297984271006,0.5
squeeze6_r0.15_L_tp0.030_sl0.012_h12,squeeze6_r0.15,1,0.03,0.012,12,test,90,0.022623338572666185,0.00042531619281228363,0.37777777777777777,0.023649294333914862,0.028299560000000026,-0.01367495625,1.0499850872506777,-0.15454886020291336,0.28888888888888886,0.7647058823529411,-0.0028758284058089537,0.5,90,-0.04843978442700991,-0.0003746838071877167,0.37777777777777777,0.022849294333914867,0.027499560000000027,-0.01447495625,0.9583991554787027,-0.17801610570552773,0.28888888888888886,0.7647058823529411,-0.003675828405808953,0.5
squeeze6_r0.15_L_tp0.030_sl0.012_h24,squeeze6_r0.15,1,0.03,0.012,24,train,157,-0.03659890147972833,-4.632637176084037e-05,0.3248407643312102,0.028243975686274538,0.028300000000000027,-0.013657698116664655,0.9949760585884173,-0.2202516640485821,0.3248407643312102,1.0,-0.0025376589203821636,0.5,157,-0.1503997989720004,-0.00084632637176084,0.3248407643312102,0.027443975686274533,0.027500000000000028,-0.014457698116664653,0.9132973226154378,-0.2587458704543275,0.3248407643312102,1.0,-0.003337658920382164,0.5
squeeze6_r0.15_L_tp0.030_sl0.012_h24,squeeze6_r0.15,1,0.03,0.012,24,test,88,0.020505575532614673,0.00042341179332528817,0.3409090909090909,0.02772195792708752,0.028300000000000027,-0.01369652586206897,1.04690371118856,-0.148452534043104,0.32954545454545453,0.9666666666666667,-0.003086695544031249,0.5,88,-0.04889158276626182,-0.0003765882066747116,0.3409090909090909,0.02692195792708752,0.027500000000000028,-0.014496525862068968,0.960585369517935,-0.17075817859485054,0.32954545454545453,0.9666666666666667,-0.003886695544031249,0.5
squeeze6_r0.15_L_tp0.030_sl0.018_h6,squeeze6_r0.15,1,0.03,0.018,6,train,154,0.07227958284008418,0.0006896576020583742,0.45454545454545453,0.023518448337862194,0.028200000000000027,-0.01833433467777814,1.068961993585337,-0.23898031343054893,0.33766233766233766,0.7571428571428571,-0.0022780482171586027,0.5,154,-0.0520330419481867,-0.00011034239794162474,0.45454545454545453,0.0227184483378622,0.02740000000000003,-0.019134334677778142,0.9894276754518543,-0.26430155247345266,0.33766233766233766,0.7571428571428571,-0.003078048217158602,0.5
squeeze6_r0.15_L_tp0.030_sl0.018_h6,squeeze6_r0.15,1,0.03,0.018,6,test,98,-0.10883723647595756,-0.0009774768694728437,0.41836734693877553,0.02057084785994934,0.028208580000000025,-0.016477149043267747,0.8980057616520979,-0.199246732213457,0.25510204081632654,0.6097560975609756,-0.004238028714775005,0.5,98,-0.1761504422729565,-0.0017774768694728419,0.41836734693877553,0.01977084785994934,0.027408580000000026,-0.017277149043267746,0.8231182207405336,-0.24119647413692236,0.25510204081632654,0.6097560975609756,-0.005038028714775004,0.5
squeeze6_r0.15_L_tp0.030_sl0.018_h12,squeeze6_r0.15,1,0.03,0.018,12,train,146,0.13325056578647376,0.0011182616486355348,0.4315068493150685,0.026950337970664283,0.028220090000000028,-0.0184892179692899,1.1063897165533383,-0.12977927962934843,0.3972602739726027,0.9206349206349206,-0.001936915277754147,1.0,146,0.008347754032646648,0.0003182616486355358,0.4315068493150685,0.026150337970664284,0.02742009000000003,-0.019289217969289896,1.0290231436170352,-0.13733226687681377,0.3972602739726027,0.9206349206349206,-0.002736915277754145,0.5
squeeze6_r0.15_L_tp0.030_sl0.018_h12,squeeze6_r0.15,1,0.03,0.018,12,test,81,-0.1890055346088767,-0.0023691474339663414,0.3950617283950617,0.02157935150828449,0.028213630000000024,-0.01800898347788525,0.7825337691603489,-0.24015384960947928,0.2716049382716049,0.6875,-0.006134817171459452,0.0,81,-0.2400493417905274,-0.003169147433966339,0.38271604938271603,0.021456865051962,0.027440100000000026,-0.018437275175241904,0.7215413452243978,-0.28458140408271204,0.2716049382716049,0.7096774193548387,-0.006934817171459452,0.0
squeeze6_r0.15_L_tp0.030_sl0.018_h24,squeeze6_r0.15,1,0.03,0.018,24,train,139,0.1363609401002348,0.0011973936551548715,0.4316546762589928,0.028176194000000026,0.028210045000000027,-0.01929283445485411,1.109201504980211,-0.15302735092010378,0.4316546762589928,1.0,-0.0020583077197215594,1.0,139,0.016797606968932177,0.0003973936551548725,0.4316546762589928,0.027376194000000024,0.02741004500000003,-0.020092834454854106,1.0347990534967237,-0.17785576842507578,0.4316546762589928,1.0,-0.002858307719721558,0.5
squeeze6_r0.15_L_tp0.030_sl0.018_h24,squeeze6_r0.15,1,0.03,0.018,24,test,74,-0.20233611590772937,-0.002796729677030215,0.36486486486486486,0.026641826070361665,0.028240100000000025,-0.01970824042553193,0.7765725643650349,-0.25144091684087533,0.33783783783783783,0.9259259259259259,-0.007319117150003192,0.0,74,-0.2483525838116395,-0.003596729677030213,0.36486486486486486,0.02584182607036166,0.027440100000000026,-0.020508240425531933,0.7238702116935914,-0.2923980875530592,0.33783783783783783,0.9259259259259259,-0.008119117150003189,0.0
squeeze6_r0.25_L_tp0.022_sl0.012_h6,squeeze6_r0.25,1,0.022,0.012,6,train,255,-0.34098503211412623,-0.0015094175448372384,0.37254901960784315,0.018615259356631858,0.02030000000000002,-0.013458444455084512,0.821254661330826,-0.41644093708528007,0.32941176470588235,0.8210526315789474,-0.003147015788672828,0.0,255,-0.46283512561265094,-0.0023094175448372385,0.37254901960784315,0.01781525935663186,0.01950000000000002,-0.014258444455084512,0.7418628502093126,-0.5033772944027906,0.32941176470588235,0.010526315789473684,-0.0039470157886728275,0.0
squeeze6_r0.25_L_tp0.022_sl0.012_h6,squeeze6_r0.25,1,0.022,0.012,6,test,134,-0.007728427770266388,6.251741831091993e-05,0.43283582089552236,0.01701200253006061,0.02030000000000002,-0.012872615956445422,1.0085629898403263,-0.16673944356980586,0.3283582089552239,0.7586206896551724,-0.0021830104769716037,0.5,134,-0.10865207666197085,-0.00073748258168908,0.4253731343283582,0.016503392163392205,0.01950000000000002,-0.013500208042333671,0.9049339653113618,-0.1950481089392475,0.3283582089552239,0.0,-0.002983010476971603,0.5
squeeze6_r0.25_L_tp0.022_sl0.012_h12,squeeze6_r0.25,1,0.022,0.012,12,train,243,-0.3326517037952492,-0.0015316270230880738,0.35802469135802467,0.02021040323677937,0.02030000000000002,-0.01365699005262953,0.8253053108390751,-0.4188935449449528,0.35390946502057613,0.896551724137931,-0.0031878634583962324,0.0,243,-0.45078789872365765,-0.0023316270230880737,0.35802469135802467,0.01941040323677937,0.01950000000000002,-0.014456990052629534,0.748774989465307,-0.5006938668368006,0.35390946502057613,0.011494252873563218,-0.003987863458396232,0.0
