candidate,family,params,profile,split,total_return,cagr,ann_vol,sharpe,max_drawdown,avg_month,median_month,best_month,worst_month,positive_month_pct,month_ge_10_pct,month_le_minus10_pct,months,avg_gross_exposure,annual_turnover
dual_ema_20-100,dual_ema,"[20, 100]",base,test,1.5775740177654871,0.30474067422580253,0.2112506654681726,1.3651861070438274,-0.17654307340489261,0.024144682764304013,0.019587718008975408,0.14423230720275915,-0.10050901166583748,0.627906976744186,0.18604651162790697,0.023255813953488372,43,0.7482141208365046,10.781816058535417
dual_ema_20-100,dual_ema,"[20, 100]",base,full,12.09037395464962,0.24937415332879942,0.19681516445589461,1.2302671774513816,-0.24907384186685555,0.020415816134953763,0.01075169212420235,0.15648578596730434,-0.16070548032051024,0.5539568345323741,0.11510791366906475,0.02158273381294964,139,0.7143394967409014,11.812551046315178
dual_ema_20-100,dual_ema,"[20, 100]",balanced,train,10.982297787155254,0.3644304215021841,0.29602391086451135,1.1992385059150545,-0.3349118122821175,0.030185681299876515,0.004185817241538103,0.2544773731029739,-0.22211088615815544,0.5104166666666666,0.20833333333333334,0.0625,96,1.0804442255711113,17.166467870743446
dual_ema_20-100,dual_ema,"[20, 100]",balanced,test,3.0613821631903964,0.48251356410311974,0.3448232483403947,1.314779225166458,-0.2920940383721716,0.03806529997361452,0.0265266281879053,0.2615312693407268,-0.1705690629087272,0.627906976744186,0.3023255813953488,0.09302325581395349,43,1.2317696115879397,16.369438352698705
dual_ema_20-100,dual_ema,"[20, 100]",balanced,full,47.66469050678818,0.3997776615848794,0.31182892698692044,1.2356552498981048,-0.3349118122821175,0.032623261177363805,0.0179549050737684,0.2615312693407268,-0.22211088615815544,0.5467625899280576,0.23741007194244604,0.07194244604316546,139,1.1270738618669187,16.92086997390863
dual_ema_20-100,dual_ema,"[20, 100]",aggressive,train,31.527333282814773,0.5460330527256916,0.45257893251381776,1.1922266661867744,-0.4763477138198149,0.04631327537225122,0.004246364879800568,0.4214820583429255,-0.3181896746694284,0.5104166666666666,0.34375,0.125,96,1.6449848983759041,25.894101372794015
dual_ema_20-100,dual_ema,"[20, 100]",aggressive,test,5.9894516971205425,0.7267714242587269,0.530295736651369,1.2959563129321965,-0.42315450537632615,0.05805693495568185,0.03959444087525177,0.43057183195727533,-0.2572452666327576,0.627906976744186,0.3953488372093023,0.20930232558139536,43,1.8984065660712082,24.83570780020653
dual_ema_20-100,dual_ema,"[20, 100]",aggressive,full,226.3482248163744,0.5996115176096339,0.47780252830424763,1.2245182362258515,-0.4763477138198149,0.04994620603475135,0.026384378805203834,0.43057183195727533,-0.3181896746694284,0.5467625899280576,0.3597122302158273,0.1510791366906475,139,1.723074639331826,25.567966355751427
dual_ema_20-150,dual_ema,"[20, 150]",base,train,5.810917955641245,0.2713178150275597,0.18720252895822026,1.3767826596367012,-0.2326297634432578,0.021647811871257697,0.006192891320434324,0.15413301016650705,-0.15343009313434364,0.5416666666666666,0.09375,0.010416666666666666,96,0.6738688532500342,7.867175523105482
dual_ema_20-150,dual_ema,"[20, 150]",base,test,1.8097970541783788,0.33674679231775073,0.2087721071204619,1.495181519237254,-0.1834971699947876,0.026028427275401455,0.018039436965523903,0.17014166865277214,-0.07246824842136279,0.5581395348837209,0.13953488372093023,0.0,43,0.7767720683028408,7.74510339679588
