profile,split,total_return,cagr,ann_vol,sharpe,max_drawdown,avg_month,median_month,best_month,worst_month,positive_month_pct,month_ge_10_pct,month_le_minus10_pct,months,avg_gross_exposure,annual_turnover
conservative,train,0.505800421450368,0.22676708553969127,0.1858000593212372,1.1929933807239301,-0.20496625451120243,0.019812845076517368,0.006348793121610297,0.20019773411250052,-0.10881034765009001,0.5833333333333334,0.20833333333333334,0.041666666666666664,24,0.9060647514819882,0.0
conservative,test,-0.06437864319048892,-0.041221137327815294,0.15724647793460833,-0.188952440992311,-0.20205540018759527,-0.0025917880520041187,-0.0032437112385216293,0.11913269943530169,-0.08632190388627892,0.42105263157894735,0.05263157894736842,0.0,19,0.8332611207394569,0.0
conservative,full,0.4088590334017286,0.10037770690098902,0.1737859045059075,0.6373984327993448,-0.20496625451120243,0.009913123461589268,0.00011197785367222934,0.20019773411250052,-0.10881034765009001,0.5116279069767442,0.13953488372093023,0.023255813953488372,43,0.8739487767584098,0.0
balanced,train,1.0417252840213789,0.4281920689662291,0.36986183521647,1.1488897342319146,-0.40370696181562626,0.040664699508593125,0.002133063048713524,0.4371835583062076,-0.20345138238217797,0.5,0.25,0.16666666666666666,24,0.948985408116735,0.0
balanced,test,-0.21097848658586793,-0.13920403520461122,0.31327678121626357,-0.32135477017858227,-0.39589538672015623,-0.008908339327907086,-0.013729503424621203,0.23582624173077282,-0.16437042266003077,0.2631578947368421,0.05263157894736842,0.10526315789473684,19,0.9007076834199884,0.0
balanced,full,0.6109651735744543,0.1423200570949592,0.3460487716487122,0.5579277902328784,-0.40370696181562626,0.018760333511069774,-0.002916849230755858,0.4371835583062076,-0.20345138238217797,0.3953488372093023,0.16279069767441862,0.13953488372093023,43,0.9276885830784913,0.0
aggressive,train,0.9538380377963742,0.39715733130445785,0.554896441479306,0.8810203361872585,-0.5857359570818241,0.05073237618937859,0.005746165328547326,0.7154867021673827,-0.2781799366803538,0.5416666666666666,0.2916666666666667,0.16666666666666666,24,0.965515275877793,0.0
aggressive,test,-0.26372195607516347,-0.17606486164933277,0.46472999778238694,-0.1833404817074065,-0.5415720654001501,-0.006551314564518196,-0.027932992821304903,0.4270776963450722,-0.22758933787556535,0.3157894736842105,0.15789473684210525,0.21052631578947367,19,0.884315424610052,0.0
aggressive,full,0.43856804861465637,0.10680419079717374,0.5170640762273472,0.45570904577449556,-0.5857359570818241,0.025420977949284662,-0.022219495624953622,0.7154867021673827,-0.2781799366803538,0.4418604651162791,0.23255813953488372,0.18604651162790697,43,0.9296954638124363,0.0
