candidate,family,params,profile,split,total_return,cagr,ann_vol,sharpe,max_drawdown,avg_month,median_month,best_month,worst_month,positive_month_pct,month_ge_10_pct,month_le_minus10_pct,months,avg_gross_exposure,annual_turnover,train_score,train_cagr,train_sharpe,passes_oos
bollinger_bull_10-15--5-200,bollinger_bull,"[10, 15, -5, 200]",conservative,test,-0.2137318916559029,-0.1411054519218965,0.20423751564371254,-0.6423014924833238,-0.2968981324255918,-0.010483631997315326,0.0,0.10522446917856332,-0.1682731313997463,0.21052631578947367,0.05263157894736842,0.10526315789473684,19,0.13095203619269857,38.956313319364305,-1000000000.0,-0.1482939032971693,-0.5249134144464292,False
btc_rotation_30-7-200,btc_rotation,"[30, 7, 200]",conservative,test,0.24745136309144367,0.15011917923776585,0.2005925444513973,0.7976112095438216,-0.2052704211470534,0.014159746690906506,0.0,0.2646021138664676,-0.11965081313735793,0.2631578947368421,0.05263157894736842,0.05263157894736842,19,0.1593320407085618,10.062437362364614,2.964252492813848,0.42896906250930056,1.4418628408331349,False
donchian_long_50-10,donchian_long,"[50, 10]",conservative,test,-0.22748268967052998,-0.15063820664148075,0.273846498900023,-0.4586462327214866,-0.4266336659547375,-0.010538354452263844,-0.023303555736662984,0.18833662521038508,-0.14933919059451917,0.3684210526315789,0.05263157894736842,0.10526315789473684,19,0.2907032862502541,107.18244612821049,1.7473715261744944,0.22174714975039178,0.8771331854521466,False
dual_ema_long_50-200,dual_ema_long,"[50, 200]",conservative,test,-0.09101333825028568,-0.05857828029295986,0.21238328581620844,-0.1779037841996831,-0.2778145674147019,-0.0036266974867313253,0.0,0.15256934820060541,-0.09121366576729317,0.3684210526315789,0.05263157894736842,0.0,19,0.3026956123661495,6.378217280561944,2.6558376451610863,0.324731219038922,1.3084883519894848,False
ema_long_200,ema_long,[200],conservative,test,-0.18910613858029313,-0.12418527278239322,0.21091826854047374,-0.5230208897216838,-0.32093409910350834,-0.00963459983201409,0.0,0.1488038443679458,-0.08904719301717456,0.3157894736842105,0.05263157894736842,0.0,19,0.2748844400783515,26.421950748112216,2.4118722228724976,0.2900302300855475,1.1955900661755412,False
inverse_vol_basket_200-60,inverse_vol_basket,"[200, 60]",conservative,test,0.06814960415203397,0.042586627180430714,0.2026195043267348,0.3073304757157929,-0.1936137322662046,0.004401114660633637,0.0,0.12209023233820027,-0.09219069261459867,0.3157894736842105,0.05263157894736842,0.0,19,0.21768205693086515,4.509938847049189,2.0829499351496317,0.2508160662307575,1.0566634551720546,False
pullback_long_200-40-55,pullback_long,"[200, 40, 55]",conservative,test,-0.08840547817841882,-0.05687062825534983,0.17981885694783273,-0.2361592907875396,-0.2565420349879953,-0.004028373655482727,0.0,0.10305583210223213,-0.07904075263968424,0.21052631578947367,0.05263157894736842,0.0,19,0.058375405756959445,16.181918933525772,1.0055388036384512,0.09504683236198397,0.5488966255716847,False
top_momentum_30-3-1-200,top_momentum,"[30, 3, 1, 200]",conservative,test,-0.049653669345809504,-0.03170323182259693,0.19787955312529684,-0.06376498519937089,-0.3054574389494552,-0.0008486741499299452,0.0,0.1892979343979453,-0.13453001042011825,0.2631578947368421,0.05263157894736842,0.05263157894736842,19,0.16534915145175438,28.50928562798788,2.5286016261491957,0.329183519821471,1.2522947023596827,False
bollinger_bull_10-15--5-200,bollinger_bull,"[10, 15, -5, 200]",balanced,test,-0.39128727104704264,-0.2694951816010478,0.3963458491555253,-0.592650927978918,-0.5112862267516785,-0.017495649075829678,0.0,0.2312472464766453,-0.3139446086367683,0.21052631578947367,0.10526315789473684,0.15789473684210525,19,0.2560218957248806,74.57784133917424,-1000000000.0,-0.29065932469052713,-0.47410807100642305,False
btc_rotation_30-7-200,btc_rotation,"[30, 7, 200]",balanced,test,0.47265761302228304,0.2774332576692744,0.3948410067378607,0.8177596625015763,-0.37208914186376085,0.03061799991835535,0.0,0.5832737846330882,-0.22820842443706246,0.2631578947368421,0.15789473684210525,0.05263157894736842,19,0.31774781182775685,19.492292402372208,2.879077264979363,0.8330070554085556,1.4131594313561509,False
donchian_long_20-10,donchian_long,"[20, 10]",balanced,test,-0.7089112795344237,-0.5419088218175336,0.5284751799499876,-1.2108965348095377,-0.7723359172010215,-0.05650762253463809,-0.07680117273108222,0.3022614197769611,-0.23777505944776567,0.2631578947368421,0.05263157894736842,0.3684210526315789,19,0.7103558940013304,276.70507881348624,-1000000000.0,0.1972217470343831,0.6066750818299366,False
dual_ema_long_50-200,dual_ema_long,"[50, 200]",balanced,test,-0.2308285159422876,-0.15296710768099153,0.4247665716324169,-0.1779037841996831,-0.48992803362462156,-0.0081820483008383,0.0,0.31826652241001985,-0.17875783632187447,0.3684210526315789,0.05263157894736842,0.21052631578947367,19,0.605391224732299,12.756434561123887,2.752304542900396,0.695950901573744,1.3631547253375063,False
ema_long_200,ema_long,[200],balanced,test,-0.37852778167652135,-0.25984576001204973,0.419047736736701,-0.5077414565891831,-0.5424352612111114,-0.019425816674238493,-0.0015861551867523138,0.3084203020983771,-0.17306633890568301,0.2631578947368421,0.05263157894736842,0.2631578947368421,19,0.5489384353271247,52.21131917386741,2.4589988297616308,0.5961802928530471,1.2334181852475505,False
inverse_vol_basket_200-60,inverse_vol_basket,"[200, 60]",balanced,test,0.08734155777144892,0.05439777417210778,0.39902112724866345,0.3329706549972942,-0.35195206927382616,0.008123472139598392,0.0,0.2513032997414981,-0.1805881277989515,0.3157894736842105,0.10526315789473684,0.10526315789473684,19,0.43367117937265237,8.360275812150036,2.0593547084978043,0.48195466399772635,1.0735917297556254,False
pullback_long_200-40-55,pullback_long,"[200, 40, 55]",balanced,test,-0.19691186056587273,-0.1295278286221686,0.3396580472722113,-0.2401737053388526,-0.457263145440409,-0.00846483874167836,0.0,0.2069448729971335,-0.1535998929797172,0.21052631578947367,0.10526315789473684,0.15789473684210525,19,0.10930833132185729,28.884635094087937,0.9838224990936294,0.16831857352058854,0.6024608960615951,False
top_momentum_30-3-1-200,top_momentum,"[30, 3, 1, 200]",balanced,test,-0.13812325675077863,-0.08974358012749772,0.3936003907531446,-0.04165483371081992,-0.5175067578309609,-0.0006000490045011745,0.0,0.398246454233133,-0.2539164874730667,0.2631578947368421,0.05263157894736842,0.15789473684210525,19,0.3301312854288641,56.38598893361874,2.480698268382066,0.6443164617480743,1.2478665524381267,False
bollinger_bull_10-15--5-200,bollinger_bull,"[10, 15, -5, 200]",aggressive,test,-0.5770349638379555,-0.41976113782401026,0.6027613501575971,-0.5973443169447077,-0.7000334129195019,-0.02440272716271285,0.0,0.3290568782083496,-0.4615113923620058,0.21052631578947367,0.15789473684210525,0.21052631578947367,19,0.39188558275270186,111.05467016098,-1000000000.0,-0.43880016388609167,-0.43842877661505525,False
btc_rotation_30-1-200,btc_rotation,"[30, 1, 200]",aggressive,test,1.5925212448935149,0.8268943325549611,0.5942930859846833,1.3100132937161495,-0.44990010430566485,0.0710409535287075,0.0,1.0052395998985544,-0.14928381442454375,0.2631578947368421,0.21052631578947367,0.05263157894736842,19,0.4792460316176089,64.08315368870149,-1000000000.0,1.1849186675513277,1.3909750517218797,False
donchian_long_20-10,donchian_long,"[20, 10]",aggressive,test,-0.889158876832757,-0.7512891750061408,0.8451587153973487,-1.2179652191545742,-0.922487295056398,-0.09340734738110665,-0.12639601751914786,0.49978659010891957,-0.3600531617853311,0.21052631578947367,0.05263157894736842,0.5789473684210527,19,1.1361140996145471,442.29723512337705,-1000000000.0,0.1733345010393823,0.6091258969308546,False
dual_ema_long_20-100,dual_ema_long,"[20, 100]",aggressive,test,-0.2613820066060515,-0.1744093911772443,0.6698206905575544,0.050161020000318635,-0.5910453092169574,-0.002846556154042688,0.0,0.5397451249615923,-0.2419562825864715,0.3157894736842105,0.21052631578947367,0.2631578947368421,19,0.8435636886485298,35.14302720845845,-1000000000.0,0.4506437943684334,0.8661062862844833,False
ema_long_50,ema_long,[50],aggressive,test,-0.7250448865017324,-0.5581377214113574,0.7951252898879931,-0.6287418174485471,-0.8236059921768306,-0.04575274955994511,-0.0399362557942301,0.5234346820093088,-0.32383859423440353,0.3684210526315789,0.2631578947368421,0.47368421052631576,19,1.0877686544352465,192.55171730305042,-1000000000.0,0.34399624817533936,0.7756446314977551,False
inverse_vol_basket_100-20,inverse_vol_basket,"[100, 20]",aggressive,test,-0.19857700635172826,-0.1306699875641707,0.6228876829895191,0.08881938184012739,-0.5822964882726689,0.0033362035873499897,0.0,0.41339645102460554,-0.3324353660282149,0.3157894736842105,0.21052631578947367,0.15789473684210525,19,0.7124584768872239,20.231120480637944,-1000000000.0,0.06935147795428653,0.49065944642128656,False
pullback_long_100-30-55,pullback_long,"[100, 30, 55]",aggressive,test,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,-1000000000.0,0.0,,False
top_momentum_30-1-1-200,top_momentum,"[30, 1, 1, 200]",aggressive,test,0.2648147497912563,0.16022021199274028,0.6191571027411806,0.5495740920846687,-0.6794070282081683,0.03407749654853124,0.0,0.7971174184270395,-0.3538469968565753,0.2631578947368421,0.15789473684210525,0.10526315789473684,19,0.4721777080776658,73.81479132496692,-1000000000.0,0.7638432404161661,1.1116294130088928,False
