candidate,family,params,profile,split,total_return,cagr,ann_vol,sharpe,max_drawdown,avg_month,median_month,best_month,worst_month,positive_month_pct,month_ge_10_pct,month_le_minus10_pct,months,avg_gross_exposure,annual_turnover
ema_long_50,ema_long,[50],conservative,train,0.4426105128648279,0.20078620307842687,0.27232709455655923,0.8083607029870878,-0.35557692390346374,0.020322428886783036,-0.013440555927344,0.28280850873772256,-0.10954804906088123,0.375,0.2916666666666667,0.041666666666666664,24,0.38488362633929096,61.67599263662252
ema_long_50,ema_long,[50],conservative,test,-0.26643449703236555,-0.177986354879469,0.26933032736398727,-0.5930183302580314,-0.40613411900634633,-0.013988468561333156,-0.00778957573427852,0.152145921218658,-0.10438459481540374,0.3684210526315789,0.05263157894736842,0.10526315789473684,19,0.3564646153507745,66.8371148881861
ema_long_50,ema_long,[50],conservative,full,0.05824930645609494,0.015924252758625634,0.2710123977656121,0.19398346499352268,-0.4061341190063458,0.005161799781801463,-0.00778957573427852,0.28280850873772256,-0.10954804906088123,0.37209302325581395,0.18604651162790697,0.06976744186046512,43,0.3723471054368644,63.95272622924651
ema_long_50,ema_long,[50],balanced,train,0.7580018365168026,0.3253850584953806,0.5375855122023963,0.7940869544539898,-0.5998893981929154,0.04349862882843323,-0.031972847364278245,0.6303483634198022,-0.21176130311758046,0.3333333333333333,0.2916666666666667,0.25,24,0.7648662243695168,121.85403479726774
ema_long_50,ema_long,[50],balanced,test,-0.5083279717691098,-0.36179621917592764,0.5247182891446212,-0.5932886566768791,-0.6592333335079348,-0.028182907326198634,-0.01990808370312147,0.3153390945244796,-0.213805037107331,0.3684210526315789,0.10526315789473684,0.42105263157894735,19,0.7035796789444652,128.33286004440558
ema_long_50,ema_long,[50],balanced,full,-0.13563967140616262,-0.03985999490498815,0.5319537332734219,0.19033006491669627,-0.659233333507937,0.011825391922898219,-0.01990808370312147,0.6303483634198022,-0.213805037107331,0.3488372093023256,0.20930232558139536,0.32558139534883723,43,0.737830798750056,124.71204868686905
ema_long_50,ema_long,[50],aggressive,train,0.8077896191988834,0.34399624817533936,0.8412312933602155,0.7756446314977551,-0.7889416131836582,0.07414644982359977,-0.060580876801313965,1.1473833067762995,-0.324389486993084,0.3333333333333333,0.2916666666666667,0.4583333333333333,24,1.2080790176889458,191.18693202510332
ema_long_50,ema_long,[50],aggressive,test,-0.7250448865017324,-0.5581377214113574,0.7951252898879931,-0.6287418174485471,-0.8236059921768306,-0.04575274955994511,-0.0399362557942301,0.5234346820093088,-0.32383859423440353,0.3684210526315789,0.2631578947368421,0.47368421052631576,19,1.0877686544352465,192.55171730305042
ema_long_50,ema_long,[50],aggressive,full,-0.5029390000721811,-0.17722228498363846,0.8212214803739019,0.1755014304657386,-0.8598117676971272,0.02116773381691715,-0.04031413548774876,1.1473833067762995,-0.324389486993084,0.3488372093023256,0.27906976744186046,0.46511627906976744,43,1.1550063268652575,191.7889817998552
ema_long_100,ema_long,[100],conservative,train,0.7650345761410198,0.3280298320233277,0.26751828245732046,1.1946812457050562,-0.3177580172159761,0.02900024105143692,0.0,0.2922614159801158,-0.1163127851201361,0.4583333333333333,0.20833333333333334,0.08333333333333333,24,0.3692040483998434,38.561171548985364
ema_long_100,ema_long,[100],conservative,test,-0.3760167002141287,-0.2579553479950596,0.252007009414967,-1.0575177512283744,-0.5183739860301977,-0.02149018819188238,-0.016293675589881373,0.1510321870312321,-0.18062328247046466,0.3157894736842105,0.05263157894736842,0.15789473684210525,19,0.31451086104238957,55.24971710786029
ema_long_100,ema_long,[100],conservative,full,0.10135209905663145,0.027305433038262272,0.2608039597245592,0.23408954333110155,-0.518373986030197,0.006690516502063276,0.0,0.2922614159801158,-0.18062328247046466,0.3953488372093023,0.13953488372093023,0.11627906976744186,43,0.3450771607046975,45.92301465867255
